sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,key.rt,block_intro_text.stopped,block_intro_key.stopped,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
R_Arm_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,10,,,,,,,,,0,109,109,109,,,,,,,,,,,,,2502.6224518000004,2503.7090931000002,,,,,,,2507.3487312,2507.3487312,2507.3487312,2507.3487312,2507.3487312,2507.3487312,2507.3487312,2507.3487312,None,None,None,,,,,,,,,,,2502.6224518000004,2502.6224518000004,None,,2503.7090931000002,2503.7090931000002,n,1.4211231000001305,2502.6224518000004,2502.6224518000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_Back,True,1,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,10,,,,,,,,,0,110,110,110,,,,,,,,,,,,,2507.3487312,2508.4237751,,,,,,,2512.0650396,2512.0650396,2512.0650396,2512.0650396,2512.0650396,2512.0650396,2512.0650396,2512.0650396,None,None,None,,,,,,,,,,,2507.3487312,2507.3487312,None,,2508.4237751,2508.4237751,c,1.8193066999999417,2507.3487312,2507.3487312,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_Z_Back.mp4,10,,,,,,,,,0,111,111,111,,,,,,,,,,,,,2512.0650396,2513.1446209,,,,,,,2516.7956028000003,2516.7956028000003,2516.7956028000003,2516.7956028000003,2516.7956028000003,2516.7956028000003,2516.7956028000003,2516.7956028000003,None,None,None,,,,,,,,,,,2512.0650396,2512.0650396,None,,2513.1446209,2513.1446209,n,2.313767399999705,2512.0650396,2512.0650396,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_X_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_X_For.mp4,10,,,,,,,,,0,112,112,112,,,,,,,,,,,,,2516.7956028000003,2517.8761827000003,,,,,,,2521.5144037,2521.5144037,2521.5144037,2521.5144037,2521.5144037,2521.5144037,2521.5144037,2521.5144037,None,None,None,,,,,,,,,,,2516.7956028000003,2516.7956028000003,None,,2517.8761827000003,2517.8761827000003,n,1.061254899999966,2516.7956028000003,2516.7956028000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,10,,,,,,,,,0,113,113,113,,,,,,,,,,,,,2521.5144037,2522.5942708000002,,,,,,,2526.2103124,2526.2103124,2526.2103124,2526.2103124,2526.2103124,2526.2103124,2526.2103124,2526.2103124,None,None,None,,,,,,,,,,,2521.5144037,2521.5144037,None,,2522.5942708000002,2522.5942708000002,n,0.7517559000000062,2521.5144037,2521.5144037,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,10,,,,,,,,,0,114,114,114,,,,,,,,,,,,,2526.2103124,2527.2929225000003,,,,,,,2530.8982444000003,2530.8982444000003,2530.8982444000003,2530.8982444000003,2530.8982444000003,2530.8982444000003,2530.8982444000003,2530.8982444000003,None,None,None,,,,,,,,,,,2526.2103124,2526.2103124,None,,2527.2929225000003,2527.2929225000003,c,1.6531640000000323,2526.2103124,2526.2103124,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Base_X_Back.mp4,10,,,,,,,,,0,115,115,115,,,,,,,,,,,,,2530.8982444000003,2531.9813126000004,,,,,,,2535.6311492,2535.6311492,2535.6311492,2535.6311492,2535.6311492,2535.6311492,2535.6311492,2535.6311492,None,None,None,,,,,,,,,,,2530.8982444000003,2530.8982444000003,None,,2531.9813126000004,2531.9813126000004,n,1.5412156999998103,2530.8982444000003,2530.8982444000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Head_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_X_Back.mp4,10,,,,,,,,,0,116,116,116,,,,,,,,,,,,,2535.6311492,2536.7098767,,,,,,,2540.3398763,2540.3398763,2540.3398763,2540.3398763,2540.3398763,2540.3398763,2540.3398763,2540.3398763,None,None,None,,,,,,,,,,,2535.6311492,2535.6311492,None,,2536.7098767,2536.7098767,n,0.6846382000000801,2535.6311492,2535.6311492,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_For,False,1,robot,1,False,False,robot_stimuli\L_Base_X_For.mp4,10,,,,,,,,,0,117,117,117,,,,,,,,,,,,,2540.3398763,2541.4247077,,,,,,,2544.9987772000004,2544.9987772000004,2544.9987772000004,2544.9987772000004,2544.9987772000004,2544.9987772000004,2544.9987772000004,2544.9987772000004,None,None,None,,,,,,,,,,,2540.3398763,2540.3398763,None,,2541.4247077,2541.4247077,n,1.1925908999998853,2540.3398763,2540.3398763,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Head_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_For.mp4,10,,,,,,,,,0,118,118,118,,,,,,,,,,,,,2544.9987772000004,2546.0766711,,,,,,,2549.7293854000004,2549.7293854000004,2549.7293854000004,2549.7293854000004,2549.7293854000004,2549.7293854000004,2549.7293854000004,2549.7293854000004,None,None,None,,,,,,,,,,,2544.9987772000004,2544.9987772000004,None,,2546.0766711,2546.0766711,n,0.8691334000002087,2544.9987772000004,2544.9987772000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Head_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,10,,,,,,,,,0,119,119,119,,,,,,,,,,,,,2549.7293854000004,2550.8088273000003,,,,,,,2554.4433026,2554.4433026,2554.4433026,2554.4433026,2554.4433026,2554.4433026,2554.4433026,2554.4433026,None,None,None,,,,,,,,,,,2549.7293854000004,2549.7293854000004,None,,2550.8088273000003,2550.8088273000003,n,1.0969895999998869,2549.7293854000004,2549.7293854000004,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Head_X_Back,True,1,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,10,,,,,,,,,0,120,120,120,,,,,,,,,,,,,2554.4433026,2555.5388124,,,,,,,2559.1802544,2559.1802544,2559.1802544,2559.1802544,2559.1802544,2559.1802544,2559.1802544,2559.1802544,None,None,None,,,,,,,,,,,2554.4433026,2554.4433026,None,,2555.5388124,2555.5388124,c,1.856110599999937,2554.4433026,2554.4433026,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,10,,,,,,,,,0,121,121,121,,,,,,,,,,,,,2559.1802544,2560.2594308000002,,,,,,,2563.8244781000003,2563.8244781000003,2563.8244781000003,2563.8244781000003,2563.8244781000003,2563.8244781000003,2563.8244781000003,2563.8244781000003,None,None,None,,,,,,,,,,,2559.1802544,2559.1802544,None,,2560.2594308000002,2560.2594308000002,n,1.9753218999996704,2559.1802544,2559.1802544,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Y_For.mp4,10,,,,,,,,,0,122,122,122,,,,,,,,,,,,,2563.8244781000003,2564.9141999000003,,,,,,,2568.4303781000003,2568.4303781000003,2568.4303781000003,2568.4303781000003,2568.4303781000003,2568.4303781000003,2568.4303781000003,2568.4303781000003,None,None,None,,,,,,,,,,,2563.8244781000003,2563.8244781000003,None,,2564.9141999000003,2564.9141999000003,n,1.0242021000001102,2563.8244781000003,2563.8244781000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,10,,,,,,,,,0,123,123,123,,,,,,,,,,,,,2568.4303781000003,2569.5105852,,,,,,,2573.1439887,2573.1439887,2573.1439887,2573.1439887,2573.1439887,2573.1439887,2573.1439887,2573.1439887,None,None,None,,,,,,,,,,,2568.4303781000003,2568.4303781000003,None,,2569.5105852,2569.5105852,n,1.4203740999998615,2568.4303781000003,2568.4303781000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,10,,,,,,,,,0,124,124,124,,,,,,,,,,,,,2573.1439887,2574.2423616,,,,,,,2577.8823685,2577.8823685,2577.8823685,2577.8823685,2577.8823685,2577.8823685,2577.8823685,2577.8823685,None,None,None,,,,,,,,,,,2573.1439887,2573.1439887,None,,2574.2423616,2574.2423616,n,1.3681008000000645,2573.1439887,2573.1439887,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,10,,,,,,,,,0,125,125,125,,,,,,,,,,,,,2577.8823685,2578.9620742,,,,,,,2582.6126309,2582.6126309,2582.6126309,2582.6126309,2582.6126309,2582.6126309,2582.6126309,2582.6126309,None,None,None,,,,,,,,,,,2577.8823685,2577.8823685,None,,2578.9620742,2578.9620742,c,1.9442623000001902,2577.8823685,2577.8823685,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,10,,,,,,,,,0,126,126,126,,,,,,,,,,,,,2582.6126309,2583.6889779000003,,,,,,,2587.3277034000002,2587.3277034000002,2587.3277034000002,2587.3277034000002,2587.3277034000002,2587.3277034000002,2587.3277034000002,2587.3277034000002,None,None,None,,,,,,,,,,,2582.6126309,2582.6126309,None,,2583.6889779000003,2583.6889779000003,c,2.0093299999996077,2582.6126309,2582.6126309,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_Z_Back.mp4,10,,,,,,,,,0,127,127,127,,,,,,,,,,,,,2587.3277034000002,2588.4083114,,,,,,,2592.0473771,2592.0473771,2592.0473771,2592.0473771,2592.0473771,2592.0473771,2592.0473771,2592.0473771,None,None,None,,,,,,,,,,,2587.3277034000002,2587.3277034000002,None,,2588.4083114,2588.4083114,n,1.6427550000000508,2587.3277034000002,2587.3277034000002,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,10,,,,,,,,,0,128,128,128,,,,,,,,,,,,,2592.0473771,2593.1275636,,,,,,,2596.7779344,2596.7779344,2596.7779344,2596.7779344,2596.7779344,2596.7779344,2596.7779344,2596.7779344,None,None,None,,,,,,,,,,,2592.0473771,2592.0473771,None,,2593.1275636,2593.1275636,n,1.0737522000001434,2592.0473771,2592.0473771,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Arm_Z_Back,True,1,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,10,,,,,,,,,0,129,129,129,,,,,,,,,,,,,2596.7779344,2597.8567361,,,,,,,2601.4984312,2601.4984312,2601.4984312,2601.4984312,2601.4984312,2601.4984312,2601.4984312,2601.4984312,None,None,None,,,,,,,,,,,2596.7779344,2596.7779344,None,,2597.8567361,2597.8567361,c,2.5533393999996576,2596.7779344,2596.7779344,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Head_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Head_Z_For.mp4,10,,,,,,,,,0,130,130,130,,,,,,,,,,,,,2601.4984312,2602.5761740000003,,,,,,,2606.2069841,2606.2069841,2606.2069841,2606.2069841,2606.2069841,2606.2069841,2606.2069841,2606.2069841,None,None,None,,,,,,,,,,,2601.4984312,2601.4984312,None,,2602.5761740000003,2602.5761740000003,n,1.1539735999997163,2601.4984312,2601.4984312,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Head_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,10,,,,,,,,,0,131,131,131,,,,,,,,,,,,,2606.2069841,2607.2932824000004,,,,,,,2610.9424956000003,2610.9424956000003,2610.9424956000003,2610.9424956000003,2610.9424956000003,2610.9424956000003,2610.9424956000003,2610.9424956000003,None,None,None,,,,,,,,,,,2606.2069841,2606.2069841,None,,2607.2932824000004,2607.2932824000004,n,2.213082999999841,2606.2069841,2606.2069841,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Torso_X_For,False,1,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,10,,,,,,,,,0,132,132,132,,,,,,,,,,,,,2610.9424956000003,2612.0261605,,,,,,,2615.6650646000003,2615.6650646000003,2615.6650646000003,2615.6650646000003,2615.6650646000003,2615.6650646000003,2615.6650646000003,2615.6650646000003,None,None,None,,,,,,,,,,,2610.9424956000003,2610.9424956000003,None,,2612.0261605,2612.0261605,n,1.1122293000000525,2610.9424956000003,2610.9424956000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Head_X_For,False,1,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,10,,,,,,,,,0,133,133,133,,,,,,,,,,,,,2615.6650646000003,2616.7431592000003,,,,,,,2620.315168,2620.315168,2620.315168,2620.315168,2620.315168,2620.315168,2620.315168,2620.315168,None,None,None,,,,,,,,,,,2615.6650646000003,2615.6650646000003,None,,2616.7431592000003,2616.7431592000003,n,1.530043599999516,2615.6650646000003,2615.6650646000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,10,,,,,,,,,0,134,134,134,,,,,,,,,,,,,2620.315168,2621.3943293,,,,,,,2625.042949,2625.042949,2625.042949,2625.042949,2625.042949,2625.042949,2625.042949,2625.042949,None,None,None,,,,,,,,,,,2620.315168,2620.315168,None,,2621.3943293,2621.3943293,n,1.4325763999997605,2620.315168,2620.315168,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,10,,,,,,,,,0,135,135,135,,,,,,,,,,,,,2625.042949,2626.1284564000002,,,,,,,2629.7824902,2629.7824902,2629.7824902,2629.7824902,2629.7824902,2629.7824902,2629.7824902,2629.7824902,None,None,None,,,,,,,,,,,2625.042949,2625.042949,None,,2626.1284564000002,2626.1284564000002,n,1.3610733000002426,2625.042949,2625.042949,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Base_Z_Back.mp4,10,,,,,,,,,0,136,136,136,,,,,,,,,,,,,2629.7824902,2630.8736670000003,,,,,,,2634.4131403,2634.4131403,2634.4131403,2634.4131403,2634.4131403,2634.4131403,2634.4131403,2634.4131403,None,None,None,,,,,,,,,,,2629.7824902,2629.7824902,None,,2630.8736670000003,2630.8736670000003,n,1.3364195000001189,2629.7824902,2629.7824902,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Base_Z_Back,True,1,robot,1,False,False,robot_stimuli\R_Base_Z_Back.mp4,10,,,,,,,,,0,137,137,137,,,,,,,,,,,,,2634.4131403,2635.4895523,,,,,,,2639.035326,2639.035326,2639.035326,2639.035326,2639.035326,2639.035326,2639.035326,2639.035326,None,None,None,,,,,,,,,,,2634.4131403,2634.4131403,None,,2635.4895523,2635.4895523,c,1.2478721999998186,2634.4131403,2634.4131403,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_Z_Back.mp4,10,,,,,,,,,0,138,138,138,,,,,,,,,,,,,2639.035326,,,,,,,,2643.7819349,2643.7819349,2643.7819349,2643.7819349,2643.7819349,2643.7819349,2643.7819349,2643.7819349,None,None,None,,,,,,,,,,,2639.035326,2639.035326,None,,2640.1417648,2640.1417648,n,1.6354255999997065,2639.035326,2639.035326,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,10,,,,,,,,,0,139,139,139,,,,,,,,,,,,,2643.7819349,2644.8618828000003,,,,,,,2648.4115773000003,2648.4115773000003,2648.4115773000003,2648.4115773000003,2648.4115773000003,2648.4115773000003,2648.4115773000003,2648.4115773000003,None,None,None,,,,,,,,,,,2643.7819349,2643.7819349,None,,2644.8618828000003,2644.8618828000003,n,1.1172590999996999,2643.7819349,2643.7819349,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Head_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Head_Z_For.mp4,10,,,,,,,,,0,140,140,140,,,,,,,,,,,,,2648.4115773000003,2649.4954016,,,,,,,2653.1446848,2653.1446848,2653.1446848,2653.1446848,2653.1446848,2653.1446848,2653.1446848,2653.1446848,None,None,None,,,,,,,,,,,2648.4115773000003,2648.4115773000003,None,,2649.4954016,2649.4954016,n,1.2581566000000919,2648.4115773000003,2648.4115773000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,10,,,,,,,,,0,141,141,141,,,,,,,,,,,,,2653.1446848,2654.2295558,,,,,,,2657.8773835,2657.8773835,2657.8773835,2657.8773835,2657.8773835,2657.8773835,2657.8773835,2657.8773835,None,None,None,,,,,,,,,,,2653.1446848,2653.1446848,None,,2654.2295558,2654.2295558,n,0.8678187999996396,2653.1446848,2653.1446848,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,10,,,,,,,,,0,142,142,142,,,,,,,,,,,,,2657.8773835,2658.9602035000003,,,,,,,2662.5906616,2662.5906616,2662.5906616,2662.5906616,2662.5906616,2662.5906616,2662.5906616,2662.5906616,None,None,None,,,,,,,,,,,2657.8773835,2657.8773835,None,,2658.9602035000003,2658.9602035000003,n,1.5936171000000456,2657.8773835,2657.8773835,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,10,,,,,,,,,0,143,143,143,,,,,,,,,,,,,2662.5906616,2663.6732857,,,,,,,2667.3104952000003,2667.3104952000003,2667.3104952000003,2667.3104952000003,2667.3104952000003,2667.3104952000003,2667.3104952000003,2667.3104952000003,None,None,None,,,,,,,,,,,2662.5906616,2662.5906616,None,,2663.6732857,2663.6732857,c,2.041835899999768,2662.5906616,2662.5906616,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Arm_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Arm_X_Back.mp4,10,,,,,,,,,0,144,144,144,,,,,,,,,,,,,2667.3104952000003,2668.3907524,,,,,,,2672.0276818,2672.0276818,2672.0276818,2672.0276818,2672.0276818,2672.0276818,2672.0276818,2672.0276818,None,None,None,,,,,,,,,,,2667.3104952000003,2667.3104952000003,None,,2668.3907524,2668.3907524,c,2.0835322999998596,2667.3104952000003,2667.3104952000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,10,,,,,,,,,0,145,145,145,,,,,,,,,,,,,2672.0276818,2673.1117187,,,,,,,2676.7622831000003,2676.7622831000003,2676.7622831000003,2676.7622831000003,2676.7622831000003,2676.7622831000003,2676.7622831000003,2676.7622831000003,None,None,None,,,,,,,,,,,2672.0276818,2672.0276818,None,,2673.1117187,2673.1117187,n,2.001946600000082,2672.0276818,2672.0276818,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_For,False,1,robot,1,False,False,robot_stimuli\L_Base_X_For.mp4,10,,,,,,,,,0,146,146,146,,,,,,,,,,,,,2676.7622831000003,2677.8430549,,,,,,,2681.4151853000003,2681.4151853000003,2681.4151853000003,2681.4151853000003,2681.4151853000003,2681.4151853000003,2681.4151853000003,2681.4151853000003,None,None,None,,,,,,,,,,,2676.7622831000003,2676.7622831000003,None,,2677.8430549,2677.8430549,n,2.0080387000000144,2676.7622831000003,2676.7622831000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_For.mp4,10,,,,,,,,,0,147,147,147,,,,,,,,,,,,,2681.4151853000003,2682.4925141000003,,,,,,,2686.1320444000003,2686.1320444000003,2686.1320444000003,2686.1320444000003,2686.1320444000003,2686.1320444000003,2686.1320444000003,2686.1320444000003,None,None,None,,,,,,,,,,,2681.4151853000003,2681.4151853000003,None,,2682.4925141000003,2682.4925141000003,c,2.7024020999999436,2681.4151853000003,2681.4151853000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,10,,,,,,,,,0,148,148,148,,,,,,,,,,,,,2686.1320444000003,2687.2116146000003,,,,,,,2690.8275111000003,2690.8275111000003,2690.8275111000003,2690.8275111000003,2690.8275111000003,2690.8275111000003,2690.8275111000003,2690.8275111000003,None,None,None,,,,,,,,,,,2686.1320444000003,2686.1320444000003,None,,2687.2116146000003,2687.2116146000003,n,2.359368000000103,2686.1320444000003,2686.1320444000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
L_Base_Y_For,False,1,robot,1,False,True,robot_stimuli\L_Base_Y_For.mp4,10,,,,,,,,,0,149,149,149,,,,,,,,,,,,,2690.8275111000003,2691.9102500000004,,,,,,,2695.4716211,2707.4219111,2695.4716211,2707.4219111,2695.4716211,2707.4219111,2695.4716211,2707.4219111,27.53086419753086,10.519366000000446,space,,,,11.890373500000095,,,,,,,2690.8275111000003,2690.8275111000003,None,,2691.9102500000004,2691.9102500000004,n,2.1632079999996847,2690.8275111000003,2690.8275111000003,,,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
V,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,150,150,150,,,,,,,,,,,,,2711.699011,2712.7607322000003,,,,,,,2714.9765127,2714.9765127,2714.9765127,2714.9765127,2714.9765127,2714.9765127,2714.9765127,2714.9765127,None,None,None,,,,,,,,,,,2707.4219111,2707.4219111,space,4.25310599999986,,2712.7607322000003,n,0.544894899999889,,,2712.7607322000003,2714.9765127,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
W,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,151,151,151,,,,,,,,,,,,,2714.9765127,2716.0396822000002,,,,,,,2718.0712035,2718.0712035,2718.0712035,2718.0712035,2718.0712035,2718.0712035,2718.0712035,2718.0712035,None,None,None,,,,,,,,,,,2714.9765127,2714.9765127,None,,,2716.0396822000002,n,0.5553956000000824,2714.9765127,2714.9765127,2716.0396822000002,2718.0712035,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
P,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,152,152,152,,,,,,,,,,,,,2718.0712035,2719.1387357000003,,,,,,,2721.3692299000004,2721.3692299000004,2721.3692299000004,2721.3692299000004,2721.3692299000004,2721.3692299000004,2721.3692299000004,2721.3692299000004,None,None,None,,,,,,,,,,,2718.0712035,2718.0712035,None,,,2719.1387357000003,n,0.5032192999999268,2718.0712035,2718.0712035,2719.1387357000003,2721.3692299000004,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
Z,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,153,153,153,,,,,,,,,,,,,2721.3692299000004,2722.4384142000004,,,,,,,2724.6651776000003,2724.6651776000003,2724.6651776000003,2724.6651776000003,2724.6651776000003,2724.6651776000003,2724.6651776000003,2724.6651776000003,None,None,None,,,,,,,,,,,2721.3692299000004,2721.3692299000004,None,,,2722.4384142000004,n,0.5081889000000217,2721.3692299000004,2721.3692299000004,2722.4384142000004,2724.6651776000003,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
D,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,154,154,154,,,,,,,,,,,,,2724.6651776000003,2725.7246485,,,,,,,2727.7502188000003,2727.7502188000003,2727.7502188000003,2727.7502188000003,2727.7502188000003,2727.7502188000003,2727.7502188000003,2727.7502188000003,None,None,None,,,,,,,,,,,2724.6651776000003,2724.6651776000003,None,,,2725.7246485,n,0.49331519999961415,2724.6651776000003,2724.6651776000003,2725.7246485,2727.7502188000003,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
M,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,10,,,,,,,,,0,155,155,155,,,,,,,,,,,,,2727.7502188000003,,,,,,,,2730.8541117,2730.8541117,2730.8541117,2730.8541117,2730.8541117,2730.8541117,2730.8541117,2730.8541117,None,None,None,,,,,,,,,,,2727.7502188000003,2727.7502188000003,None,,,2728.8237677,n,0.7296900999997149,2727.7502188000003,2727.7502188000003,2728.8237677,2730.8541117,10,001,2024-06-18_09h45.18.178,robot_nback_sign,2022.2.5,60.01385119685948,
