sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['L_Head_Y_For', 'R_Head_Z_For', 'L_Base_Z_For', 'L_Head_Z_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Base_Z_For', 'movement': 'L_Head_Y_For'}",movement,['movement'],L_Head_Y_For,0,1,robot,1,False,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Y_For.mp4,11,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,568.9036578,570.9741485,,,585.7755123,585.7755123,585.7755123,1,0.5564231999999834,586.3538496000001,586.3538496000001,586.3538496000001,586.3538496000001,586.3538496000001,586.3538496000001,586.3538496000001,586.3538496000001,None,None,None,,,,,,,,,,568.9036578,568.9036578,None,,582.1452228999999,568.9036578,568.9036578,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Torso_Y_Back', 'L_Arm_X_For', 'L_Arm_Y_For', 'R_Arm_Y_Back']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Arm_X_For'}",localisation,['localisation'],L_Torso_Y_Back,0,1,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,11,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,586.3538496000001,588.4279105,,,603.1097526000001,603.1097526000001,603.1097526000001,1,1.844286400000044,604.9701907000001,604.9701907000001,604.9701907000001,604.9701907000001,604.9701907000001,604.9701907000001,604.9701907000001,604.9701907000001,None,None,None,,,,,,,,,,586.3538496000001,586.3538496000001,None,,599.4739787000001,586.3538496000001,586.3538496000001,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Head_Y_For', 'R_Head_X_For', 'L_Arm_X_Back', 'L_Head_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Head_Y_For'}",laterality,['laterality'],R_Head_X_For,1,1,robot,1,False,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,11,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,604.9701907000001,607.0408586000001,,,621.7608663000001,621.7608663000001,621.7608663000001,2,0.40168699999998125,622.18698,622.18698,622.18698,622.18698,622.18698,622.18698,622.18698,622.18698,None,None,None,,,,,,,,,,604.9701907000001,604.9701907000001,None,,618.1916105,604.9701907000001,604.9701907000001,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Head_X_For', 'R_Head_X_For', 'R_Arm_X_Back', 'R_Head_Y_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Head_Y_For'}",laterality,['laterality'],L_Head_X_For,0,1,robot,1,False,True,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Head_X_For.mp4,11,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,622.18698,624.2620595999999,,,639.0084061,639.0084061,639.0084061,1,0.6735812999999666,639.7273738000001,641.5724445000001,639.7273738000001,641.5724445000001,639.7273738000001,641.5724445000001,639.7273738000001,641.5724445000001,15.030864197530864,1.7021709000000556,space,,,1.7945364999999924,,,,,,,622.18698,622.18698,None,,635.3762128000001,622.18698,622.18698,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Torso_Y_Back', 'R_Base_Y_For', 'L_Base_Y_For', 'L_Base_X_For']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Base_X_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_Y_Back,0,3,robot,1,True,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,11,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,652.5369468000001,654.615325,,,669.113627,669.113627,669.113627,2,5.729837699999905,674.8704454000001,674.8704454000001,674.8704454000001,674.8704454000001,674.8704454000001,674.8704454000001,674.8704454000001,674.8704454000001,None,None,None,,,,,,,,,,641.5724445000001,641.5724445000001,space,10.933634199999972,665.5289634000001,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Arm_Y_For', 'R_Arm_Y_Back', 'L_Arm_X_Back', 'L_Base_Y_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Base_Y_For,3,3,robot,1,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,11,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,674.8704454000001,676.9449205999999,,,691.6408634,691.6408634,691.6408634,4,1.6172691999999529,693.2868794999999,693.2868794999999,693.2868794999999,693.2868794999999,693.2868794999999,693.2868794999999,693.2868794999999,693.2868794999999,None,None,None,,,,,,,,,,674.8704454000001,674.8704454000001,None,,688.1088359,674.8704454000001,674.8704454000001,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Head_Y_Back', 'L_Head_X_Back', 'R_Head_X_Back', 'L_Base_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Base_X_Back', 'movement': 'L_Head_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Head_Y_Back,0,3,robot,1,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,11,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,693.2868794999999,695.3628667,,,710.128588,710.128588,710.128588,1,2.210078499999952,712.3703341,712.3703341,712.3703341,712.3703341,712.3703341,712.3703341,712.3703341,712.3703341,None,None,None,,,,,,,,,,693.2868794999999,693.2868794999999,None,,706.5159596000001,693.2868794999999,693.2868794999999,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Head_Z_For', 'R_Head_Z_Back', 'L_Head_X_For', 'L_Arm_Z_For']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_X_For'}",movement,"['laterality', 'localisation', 'movement']",L_Head_X_For,2,3,robot,1,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Head_X_For.mp4,11,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,712.3703341,714.4463207000001,,,729.1733563,729.1733563,729.1733563,3,37.669685100000095,766.8704892000001,766.8704892000001,766.8704892000001,766.8704892000001,766.8704892000001,766.8704892000001,766.8704892000001,766.8704892000001,None,None,None,,,,,,,,,,712.3703341,712.3703341,None,,725.5417219000001,712.3703341,712.3703341,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Base_X_Back', 'R_Head_X_Back', 'L_Head_X_For', 'L_Head_Z_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Base_X_Back', 'movement': 'L_Head_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_X_Back,1,3,robot,1,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,11,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,766.8704892000001,768.9477615999999,,,783.6598382,783.6598382,783.6598382,2,28.43821609999992,812.1205109,812.1205109,812.1205109,812.1205109,812.1205109,812.1205109,812.1205109,812.1205109,None,None,None,,,,,,,,,,766.8704892000001,766.8704892000001,None,,780.0155075,766.8704892000001,766.8704892000001,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Head_Z_For', 'L_Head_Z_Back', 'R_Torso_Z_Back', 'R_Head_X_Back']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Head_X_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_Z_Back,1,3,robot,1,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,11,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,812.1205109,814.1980770999999,,,829.0103924,829.0103924,829.0103924,2,2.6165751999999998,831.6538717999999,831.6538717999999,831.6538717999999,831.6538717999999,831.6538717999999,831.6538717999999,831.6538717999999,831.6538717999999,None,None,None,,,,,,,,,,812.1205109,812.1205109,None,,825.3666860999999,812.1205109,812.1205109,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Head_X_Back', 'R_Base_Z_For', 'L_Head_Z_Back', 'R_Head_Z_For']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Base_Z_For', 'movement': 'R_Head_X_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Head_X_Back,0,3,robot,1,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Head_X_Back.mp4,11,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,831.6538717999999,833.7246491999999,,,848.5441284999999,848.5441284999999,848.5441284999999,1,4.434985700000027,853.0038405,853.0038405,853.0038405,853.0038405,853.0038405,853.0038405,853.0038405,853.0038405,None,None,None,,,,,,,,,,831.6538717999999,831.6538717999999,None,,844.8952575000001,831.6538717999999,831.6538717999999,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Head_Z_For', 'L_Head_X_Back', 'R_Head_Z_Back', 'L_Torso_Z_For']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Head_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_Z_For,3,3,robot,1,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\L_Torso_Z_For.mp4,11,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,853.0038405,855.0784672,,,869.9101664,869.9101664,869.9101664,4,52.909302500000024,922.8371775,922.8371775,922.8371775,922.8371775,922.8371775,922.8371775,922.8371775,922.8371775,None,None,None,,,,,,,,,,853.0038405,853.0038405,None,,866.2796624999999,853.0038405,853.0038405,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Torso_Z_For', 'R_Torso_Y_Back', 'R_Torso_Z_Back', 'R_Arm_Z_For']","{'laterality': 'L_Torso_Z_For', 'localisation': 'R_Arm_Z_For', 'movement': 'R_Torso_Y_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Torso_Z_For,0,3,robot,1,False,True,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\L_Torso_Z_For.mp4,11,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,922.8371775,924.9270343999999,,,939.7627239999999,939.7627239999999,939.7627239999999,1,48.93694050000005,988.7454929999999,992.4370583,988.7454929999999,992.4370583,988.7454929999999,992.4370583,988.7454929999999,992.4370583,25.370370370370367,2.6975655999999617,space,,,3.640660000000082,,,,,,,922.8371775,922.8371775,None,,936.1174059,922.8371775,922.8371775,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Head_Z_For', 'R_Arm_X_Back', 'L_Head_X_Back', 'R_Head_X_Back']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Head_Z_For'}",laterality,"['laterality', 'localisation']",L_Head_X_Back,2,2,robot,1,True,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,11,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,993.5871364,995.6634262,,,1010.4595119999999,1010.4595119999999,1010.4595119999999,3,2.3921989000000963,1012.8705416,1012.8705416,1012.8705416,1012.8705416,1012.8705416,1012.8705416,1012.8705416,1012.8705416,None,None,None,,,,,,,,,,992.4370583,992.4370583,space,1.117940099999771,1006.8243852,,,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Base_X_Back', 'L_Head_X_Back', 'L_Base_X_For', 'L_Base_Y_For']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Head_X_Back', 'movement': 'L_Base_Y_For'}",localisation,"['localisation', 'movement']",L_Head_X_Back,1,2,robot,1,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Head_X_Back.mp4,11,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,1012.8705416,1014.9463060999999,,,1029.5814450999999,1029.5814450999999,1029.5814450999999,1,0.724809300000004,1030.3372196,1030.3372196,1030.3372196,1030.3372196,1030.3372196,1030.3372196,1030.3372196,1030.3372196,None,None,None,,,,,,,,,,1012.8705416,1012.8705416,None,,1026.0359783,1012.8705416,1012.8705416,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Head_X_For', 'L_Head_Y_Back', 'R_Head_Y_Back', 'L_Base_Y_For']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Head_X_For'}",localisation,"['localisation', 'movement']",L_Base_Y_For,3,2,robot,1,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,11,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,1030.3372196,1032.4132736,,,1047.0433966,1047.0433966,1047.0433966,4,50.96828099999988,1098.0373055,1098.0373055,1098.0373055,1098.0373055,1098.0373055,1098.0373055,1098.0373055,1098.0373055,None,None,None,,,,,,,,,,1030.3372196,1030.3372196,None,,1043.5124556,1030.3372196,1030.3372196,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Head_Y_Back', 'R_Head_Z_For', 'L_Head_Y_Back', 'R_Arm_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Head_Z_For'}",movement,"['laterality', 'movement']",R_Head_Z_For,1,2,robot,1,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Head_Z_For.mp4,11,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,1098.0373055,1100.1158417,,,1114.8976354,1114.8976354,1114.8976354,2,44.145596799999964,1159.0734192,1159.0734192,1159.0734192,1159.0734192,1159.0734192,1159.0734192,1159.0734192,1159.0734192,None,None,None,,,,,,,,,,1098.0373055,1098.0373055,None,,1111.262102,1098.0373055,1098.0373055,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Head_X_For', 'R_Torso_Z_Back', 'R_Torso_X_For', 'L_Torso_X_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Head_X_For', 'movement': 'R_Torso_Z_Back'}",localisation,"['laterality', 'localisation']",R_Head_X_For,0,2,robot,1,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,11,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,1159.0734192,,,,1175.9807501999999,1175.9807501999999,1175.9807501999999,1,1.6706324000001018,1177.6708242,1177.6708242,1177.6708242,1177.6708242,1177.6708242,1177.6708242,1177.6708242,1177.6708242,None,None,None,,,,,,,,,,1159.0734192,1159.0734192,None,,1172.3333553,1159.0734192,1159.0734192,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['L_Torso_Z_For', 'R_Torso_Z_Back', 'L_Base_Z_Back', 'L_Torso_X_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Torso_X_Back'}",movement,"['laterality', 'movement']",L_Torso_X_Back,3,2,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,11,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,1177.6708242,1179.7450391,,,1194.5625742,1194.5625742,1194.5625742,4,0.6403672000000711,1195.2207554,1195.2207554,1195.2207554,1195.2207554,1195.2207554,1195.2207554,1195.2207554,1195.2207554,None,None,None,,,,,,,,,,1177.6708242,1177.6708242,None,,1190.9160642,1177.6708242,1177.6708242,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Base_X_Back', 'L_Head_X_For', 'L_Base_Y_For', 'L_Base_X_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Head_X_For', 'movement': 'L_Base_Y_For'}",laterality,"['laterality', 'localisation']",R_Base_X_Back,0,2,robot,1,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,11,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,1195.2207554,1197.2945743,,,1211.8767589,1211.8767589,1211.8767589,1,0.8786951000001295,1212.7875169,1212.7875169,1212.7875169,1212.7875169,1212.7875169,1212.7875169,1212.7875169,1212.7875169,None,None,None,,,,,,,,,,1195.2207554,1195.2207554,None,,1208.276326,1195.2207554,1195.2207554,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Arm_X_Back', 'R_Head_Z_For', 'L_Head_X_For', 'R_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Head_Z_For'}",movement,"['localisation', 'movement']",R_Head_Z_For,1,2,robot,1,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,11,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,1212.7875169,1214.8615283,,,1229.6107437,1229.6107437,1229.6107437,2,3.224478099999885,1232.8541567,1232.8541567,1232.8541567,1232.8541567,1232.8541567,1232.8541567,1232.8541567,1232.8541567,None,None,None,,,,,,,,,,1212.7875169,1212.7875169,None,,1225.9626469,1212.7875169,1212.7875169,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['R_Head_Y_Back', 'R_Head_X_For', 'L_Head_Y_For', 'R_Base_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Head_X_For'}",laterality,"['laterality', 'localisation']",L_Head_Y_For,2,2,robot,1,False,True,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,11,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,1232.8541567,1234.9304662,,,1249.7442607,1249.7442607,1249.7442607,3,0.8502045999998131,1250.645053,1252.9597354999999,1250.645053,1252.9597354999999,1250.645053,1252.9597354999999,1250.645053,1252.9597354999999,19.814814814814813,1.9590383999998267,space,,,2.2530043000001,,,,,,,1232.8541567,1232.8541567,None,,1246.0985263,1232.8541567,1232.8541567,,,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['blue_top_P_0', 'blue_bottom_Q_0', 'blue_top_Z_45', 'red_top_G_0']","{'color': 'red_top_G_0', 'position': 'blue_bottom_Q_0', 'orientation': 'blue_top_Z_45'}",color,['color'],red_top_G_0,3,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,11,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,1257.9542495,1260.010756,,,1268.7104606,1268.7104606,1268.7104606,4,0.8688108999999145,1269.6041604,1269.6041604,1269.6041604,1269.6041604,1269.6041604,1269.6041604,1269.6041604,1269.6041604,None,None,None,,,,,,,,,,1252.9597354999999,1252.9597354999999,space,4.971180299999958,,,,1266.6866771999998,1268.7104606,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['red_bottom_W_0', 'blue_top_B_0', 'red_top_Q_45', 'red_top_W_0']","{'color': 'blue_top_B_0', 'position': 'red_bottom_W_0', 'orientation': 'red_top_Q_45'}",orientation,['orientation'],red_top_Q_45,2,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,11,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,1269.6041604,1271.6586817,,,1280.5527359999999,1280.5527359999999,1280.5527359999999,3,22.842528299999856,1303.420786,1303.420786,1303.420786,1303.420786,1303.420786,1303.420786,1303.420786,1303.420786,None,None,None,,,,,,,,,,1269.6041604,1269.6041604,None,,,1269.6041604,1269.6041604,1278.5294339,1280.5527359999999,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
"['red_left_T_45', 'blue_left_F_45', 'red_left_Z_0', 'red_right_R_45']","{'color': 'blue_left_F_45', 'position': 'red_right_R_45', 'orientation': 'red_left_Z_0'}",color,['color'],blue_left_F_45,1,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,11,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,1303.420786,1305.4810645999999,,,1314.1858161999999,1314.1858161999999,1314.1858161999999,2,33.512461900000005,1347.7207895,1347.7207895,1347.7207895,1347.7207895,1347.7207895,1347.7207895,1347.7207895,1347.7207895,None,None,None,,,,,,,,,,1303.420786,1303.420786,None,,,1303.420786,1303.420786,1311.9795583999999,1314.1858161999999,11,001,2024-07-30_10h10.48.733,robot_cogshifting_sign,2022.2.5,60.08911215331698,
