sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_top_T_0', 'blue_top_L_45', 'red_top_W_45', 'red_left_K_45']","{'color': 'blue_top_L_45', 'position': 'red_left_K_45', 'orientation': 'red_top_T_0'}",color,"['color', 'position']",blue_top_L_45,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,626.2299114000001,628.2858542,,,637.3741494,637.3741494,637.3741494,2,1.890183800000159,639.3006592,639.3006592,639.3006592,639.3006592,639.3006592,639.3006592,639.3006592,639.3006592,None,None,None,,,,,,,,,,626.2299114000001,626.2299114000001,None,,635.1551542999999,637.3741494,626.2299114000001,626.2299114000001,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_left_D_0', 'blue_left_M_45', 'blue_right_D_0', 'blue_left_Q_0']","{'color': 'red_left_D_0', 'position': 'blue_right_D_0', 'orientation': 'blue_left_M_45'}",color,"['color', 'orientation']",red_left_D_0,0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,639.3006592,,,,649.8439407,649.8439407,649.8439407,2,1.998004499999979,651.8635234,651.8635234,651.8635234,651.8635234,651.8635234,651.8635234,651.8635234,651.8635234,None,None,None,,,,,,,,,,639.3006592,639.3006592,None,,647.8260988999999,649.8439407,639.3006592,639.3006592,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_bottom_R_45', 'blue_left_M_45', 'blue_bottom_P_45', 'blue_bottom_G_0']","{'color': 'red_bottom_R_45', 'position': 'blue_left_M_45', 'orientation': 'blue_bottom_G_0'}",orientation,"['color', 'orientation']",blue_bottom_G_0,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,651.8635234,653.9204031,,,662.7890283999999,662.7890283999999,662.7890283999999,4,2.3078336999999465,665.1133518,665.1133518,665.1133518,665.1133518,665.1133518,665.1133518,665.1133518,665.1133518,None,None,None,,,,,,,,,,651.8635234,651.8635234,None,,660.5655684,662.7890283999999,651.8635234,651.8635234,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_top_F_45', 'red_top_S_0', 'blue_top_R_45', 'red_bottom_K_45']","{'color': 'blue_top_R_45', 'position': 'red_bottom_K_45', 'orientation': 'red_top_S_0'}",position,"['color', 'position']",red_bottom_K_45,3,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,665.1133518,667.1739292000001,,,675.8427820999999,675.8427820999999,675.8427820999999,4,2.270000699999855,678.1557626,683.3125985999999,678.1557626,683.3125985999999,678.1557626,683.3125985999999,678.1557626,683.3125985999999,25.370370370370367,4.133772099999987,space,,,5.100574399999914,,,,,,,665.1133518,665.1133518,None,,673.8219659,675.8427820999999,665.1133518,665.1133518,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_bottom_C_0', 'blue_left_B_0', 'red_left_L_0', 'red_left_M_45']","{'color': 'blue_left_B_0', 'position': 'red_bottom_C_0', 'orientation': 'red_left_M_45'}",position,"['color', 'orientation', 'position']",red_bottom_C_0,0,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,693.4967092999999,695.5509269999999,,,704.0226661,704.0226661,704.0226661,1,3.3467107999999826,707.3967240999999,707.3967240999999,707.3967240999999,707.3967240999999,707.3967240999999,707.3967240999999,707.3967240999999,707.3967240999999,None,None,None,,,,,,,,,,683.3125985999999,683.3125985999999,space,10.161215099999936,702.0088568,704.0226661,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_M_0', 'blue_bottom_X_45', 'red_right_H_45', 'blue_right_F_45']","{'color': 'red_right_H_45', 'position': 'blue_bottom_X_45', 'orientation': 'blue_right_M_0'}",color,"['color', 'orientation', 'position']",red_right_H_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,707.3967240999999,709.4541238,,,717.7297979000001,717.7297979000001,717.7297979000001,2,4.431377099999963,722.1799606000001,722.1799606000001,722.1799606000001,722.1799606000001,722.1799606000001,722.1799606000001,722.1799606000001,722.1799606000001,None,None,None,,,,,,,,,,707.3967240999999,707.3967240999999,None,,715.7026318,717.7297979000001,707.3967240999999,707.3967240999999,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_left_H_45', 'blue_left_G_45', 'red_right_G_45', 'red_left_K_0']","{'color': 'blue_left_G_45', 'position': 'red_right_G_45', 'orientation': 'red_left_K_0'}",position,"['color', 'orientation', 'position']",red_right_G_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,722.1799606000001,724.2377872999999,,,732.7387161,732.7387161,732.7387161,3,3.559308000000101,736.3300184000001,736.3300184000001,736.3300184000001,736.3300184000001,736.3300184000001,736.3300184000001,736.3300184000001,736.3300184000001,None,None,None,,,,,,,,,,722.1799606000001,722.1799606000001,None,,730.7194290000001,732.7387161,722.1799606000001,722.1799606000001,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_P_45', 'blue_left_K_45', 'red_right_C_45', 'blue_right_T_0']","{'color': 'red_right_C_45', 'position': 'blue_left_K_45', 'orientation': 'blue_right_T_0'}",orientation,"['color', 'orientation', 'position']",blue_right_T_0,3,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,736.3300184000001,738.3869438999999,,,747.0727234,747.0727234,747.0727234,4,2.37558910000007,749.4799340000001,749.4799340000001,749.4799340000001,749.4799340000001,749.4799340000001,749.4799340000001,749.4799340000001,749.4799340000001,None,None,None,,,,,,,,,,736.3300184000001,736.3300184000001,None,,744.8519792000001,747.0727234,736.3300184000001,736.3300184000001,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_G_0', 'blue_right_M_45', 'blue_top_V_45', 'red_right_H_45']","{'color': 'red_right_H_45', 'position': 'blue_top_V_45', 'orientation': 'blue_right_G_0'}",orientation,"['color', 'orientation', 'position']",blue_right_G_0,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,749.4799340000001,751.5503187,,,760.2168430999999,760.2168430999999,760.2168430999999,2,2.8476862999998502,763.0969111,763.0969111,763.0969111,763.0969111,763.0969111,763.0969111,763.0969111,763.0969111,None,None,None,,,,,,,,,,749.4799340000001,749.4799340000001,None,,758.1935844999999,760.2168430999999,749.4799340000001,749.4799340000001,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_bottom_T_0', 'blue_bottom_S_45', 'blue_bottom_J_0', 'blue_left_H_0']","{'color': 'red_bottom_T_0', 'position': 'blue_left_H_0', 'orientation': 'blue_bottom_S_45'}",color,"['color', 'orientation', 'position']",red_bottom_T_0,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,763.0969111,765.154508,,,773.6295845999999,773.6295845999999,773.6295845999999,1,1.8433809000000565,775.4970184,775.4970184,775.4970184,775.4970184,775.4970184,775.4970184,775.4970184,775.4970184,None,None,None,,,,,,,,,,763.0969111,763.0969111,None,,771.6045171,773.6295845999999,763.0969111,763.0969111,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_bottom_W_45', 'blue_bottom_P_45', 'red_bottom_H_0', 'red_right_S_45']","{'color': 'blue_bottom_P_45', 'position': 'red_right_S_45', 'orientation': 'red_bottom_H_0'}",position,"['color', 'orientation', 'position']",red_right_S_45,3,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,775.4970184,777.5522589999999,,,786.2251786,786.2251786,786.2251786,4,2.112200199999961,788.3633659000001,788.3633659000001,788.3633659000001,788.3633659000001,788.3633659000001,788.3633659000001,788.3633659000001,788.3633659000001,None,None,None,,,,,,,,,,775.4970184,775.4970184,None,,784.2075326999999,786.2251786,775.4970184,775.4970184,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_Q_0', 'blue_left_P_0', 'blue_left_G_45', 'red_left_N_0']","{'color': 'red_left_N_0', 'position': 'blue_right_Q_0', 'orientation': 'blue_left_G_45'}",color,"['color', 'orientation', 'position']",red_left_N_0,3,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,788.3633659000001,790.4239907,,,799.2885519,799.2885519,799.2885519,4,1.8079376999999113,801.1134183999999,801.1134183999999,801.1134183999999,801.1134183999999,801.1134183999999,801.1134183999999,801.1134183999999,801.1134183999999,None,None,None,,,,,,,,,,788.3633659000001,788.3633659000001,None,,797.0792789000001,799.2885519,788.3633659000001,788.3633659000001,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_top_X_45', 'red_top_P_0', 'blue_top_Q_0', 'red_left_K_0']","{'color': 'blue_top_Q_0', 'position': 'red_left_K_0', 'orientation': 'red_top_X_45'}",orientation,"['color', 'orientation', 'position']",red_top_X_45,0,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,801.1134183999999,803.1696742,,,811.6506671999999,811.6506671999999,811.6506671999999,1,2.9033227999998417,814.6067972,818.8365233000001,814.6067972,818.8365233000001,814.6067972,818.8365233000001,814.6067972,818.8365233000001,24.44444444444444,3.1983860999998797,space,,,4.170285599999943,,,,,,,801.1134183999999,801.1134183999999,None,,809.6249758,811.6506671999999,801.1134183999999,801.1134183999999,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['red_bottom_N_0', 'blue_bottom_T_0', 'blue_top_R_0', 'blue_bottom_B_45']","{'color': 'red_bottom_N_0', 'position': 'blue_top_R_0', 'orientation': 'blue_bottom_B_45'}",color,['color'],red_bottom_N_0,0,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,820.1801714,822.2377762,,,830.9077037999999,830.9077037999999,830.9077037999999,1,3.460563600000114,834.3969367999999,834.3969367999999,834.3969367999999,834.3969367999999,834.3969367999999,834.3969367999999,834.3969367999999,834.3969367999999,None,None,None,,,,,,,,,,818.8365233000001,818.8365233000001,space,1.3247191000000385,828.8934711999999,830.9077037999999,,,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_G_45', 'red_left_L_45', 'blue_left_Z_45', 'blue_left_R_0']","{'color': 'red_left_L_45', 'position': 'blue_right_G_45', 'orientation': 'blue_left_R_0'}",orientation,['orientation'],blue_left_R_0,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,834.3969367999999,836.4580442,,,845.1385378000001,845.1385378000001,845.1385378000001,4,1.237786799999867,846.3963138,846.3963138,846.3963138,846.3963138,846.3963138,846.3963138,846.3963138,846.3963138,None,None,None,,,,,,,,,,834.3969367999999,834.3969367999999,None,,842.9176556000001,845.1385378000001,834.3969367999999,834.3969367999999,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_L_45', 'red_right_L_45', 'red_right_H_0', 'red_top_W_45']","{'color': 'blue_right_L_45', 'position': 'red_top_W_45', 'orientation': 'red_right_H_0'}",position,['position'],red_top_W_45,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,846.3963138,848.4515597999999,,,856.9460372,856.9460372,856.9460372,4,1.0943774999998368,858.0635182,858.0635182,858.0635182,858.0635182,858.0635182,858.0635182,858.0635182,858.0635182,None,None,None,,,,,,,,,,846.3963138,846.3963138,None,,854.9233378,856.9460372,846.3963138,846.3963138,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_B_45', 'red_right_T_45', 'blue_right_H_0', 'blue_left_K_45']","{'color': 'red_right_T_45', 'position': 'blue_left_K_45', 'orientation': 'blue_right_H_0'}",orientation,['orientation'],blue_right_H_0,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,858.0635182,860.1241739000001,,,868.5983596,868.5983596,868.5983596,3,0.5226620000000821,869.1469060999999,869.1469060999999,869.1469060999999,869.1469060999999,869.1469060999999,869.1469060999999,869.1469060999999,869.1469060999999,None,None,None,,,,,,,,,,858.0635182,858.0635182,None,,866.5739795999999,868.5983596,858.0635182,858.0635182,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_left_C_45', 'red_left_Z_45', 'red_bottom_P_45', 'red_left_M_0']","{'color': 'blue_left_C_45', 'position': 'red_bottom_P_45', 'orientation': 'red_left_M_0'}",color,['color'],blue_left_C_45,0,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,869.1469060999999,871.2024628,,,879.6851849000001,879.6851849000001,879.6851849000001,1,1.0439110000002074,880.7468491000001,880.7468491000001,880.7468491000001,880.7468491000001,880.7468491000001,880.7468491000001,880.7468491000001,880.7468491000001,None,None,None,,,,,,,,,,869.1469060999999,869.1469060999999,None,,877.659194,879.6851849000001,869.1469060999999,869.1469060999999,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_bottom_P_0', 'red_bottom_T_0', 'blue_right_X_0', 'blue_bottom_K_45']","{'color': 'red_bottom_T_0', 'position': 'blue_right_X_0', 'orientation': 'blue_bottom_K_45'}",position,['position'],blue_right_X_0,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,880.7468491000001,882.8003694,,,891.5089718,891.5089718,891.5089718,3,1.5960806999999022,893.1301658000001,893.1301658000001,893.1301658000001,893.1301658000001,893.1301658000001,893.1301658000001,893.1301658000001,893.1301658000001,None,None,None,,,,,,,,,,880.7468491000001,880.7468491000001,None,,889.2831014,891.5089718,880.7468491000001,880.7468491000001,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_right_S_45', 'blue_bottom_S_45', 'blue_bottom_K_0', 'red_bottom_G_45']","{'color': 'red_bottom_G_45', 'position': 'blue_right_S_45', 'orientation': 'blue_bottom_K_0'}",color,['color'],red_bottom_G_45,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,893.1301658000001,895.1851270999999,,,903.6625393999999,903.6625393999999,903.6625393999999,4,2.0507804000001215,905.7300389000001,905.7300389000001,905.7300389000001,905.7300389000001,905.7300389000001,905.7300389000001,905.7300389000001,905.7300389000001,None,None,None,,,,,,,,,,893.1301658000001,893.1301658000001,None,,901.6381361,903.6625393999999,893.1301658000001,893.1301658000001,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_bottom_Z_45', 'blue_left_M_45', 'red_left_R_45', 'blue_left_K_0']","{'color': 'red_left_R_45', 'position': 'blue_bottom_Z_45', 'orientation': 'blue_left_K_0'}",orientation,['orientation'],blue_left_K_0,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,905.7300389000001,907.7877405,,,916.4706086,916.4706086,916.4706086,4,0.5070911000000251,916.9968250999999,916.9968250999999,916.9968250999999,916.9968250999999,916.9968250999999,916.9968250999999,916.9968250999999,916.9968250999999,None,None,None,,,,,,,,,,905.7300389000001,905.7300389000001,None,,914.4439314,916.4706086,905.7300389000001,905.7300389000001,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['blue_top_F_45', 'red_top_V_45', 'blue_top_R_0', 'blue_right_G_45']","{'color': 'red_top_V_45', 'position': 'blue_right_G_45', 'orientation': 'blue_top_R_0'}",position,['position'],blue_right_G_45,3,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,6,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,916.9968250999999,919.0511207999999,,,927.7328556000001,927.7328556000001,927.7328556000001,4,0.48437669999998434,928.2717712,932.2628132000001,928.2717712,932.2628132000001,928.2717712,932.2628132000001,928.2717712,932.2628132000001,20.27777777777778,2.8966208000001643,space,,,3.944519899999932,,,,,,,916.9968250999999,916.9968250999999,None,,925.7089697,927.7328556000001,916.9968250999999,916.9968250999999,,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['L_Head_Z_For', 'L_Torso_Z_For', 'L_Torso_X_Back', 'R_Torso_Z_For']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Torso_X_Back'}",localisation,['localisation'],L_Head_Z_For,0,1,robot,2,True,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,6,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,957.8134785000001,959.8945887000001,,,974.7390796000001,974.7390796000001,974.7390796000001,1,2.213140199999998,976.9801318000001,976.9801318000001,976.9801318000001,976.9801318000001,976.9801318000001,976.9801318000001,976.9801318000001,976.9801318000001,None,None,None,,,,,,,,,,932.2628132000001,932.2628132000001,space,25.52125729999989,,,,,971.0926828999999,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Base_Z_For', 'R_Arm_Z_Back', 'R_Base_Y_For', 'L_Base_Z_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Base_Y_For'}",laterality,['laterality'],L_Base_Z_Back,3,1,robot,2,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,6,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,976.9801318000001,979.0505723,,,993.8503912,993.8503912,993.8503912,2,2.511094800000137,996.3800567,996.3800567,996.3800567,996.3800567,996.3800567,996.3800567,996.3800567,996.3800567,None,None,None,,,,,,,,,,976.9801318000001,976.9801318000001,None,,,,976.9801318000001,976.9801318000001,990.2236761999999,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Arm_X_For', 'R_Head_X_Back', 'R_Arm_Z_For', 'L_Arm_X_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Head_X_Back', 'movement': 'R_Arm_Z_For'}",movement,['movement'],R_Arm_Z_For,2,1,robot,2,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,6,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,996.3800567,998.4508812,,,1013.2480158,1013.2480158,1013.2480158,3,1.9692357000001266,1015.2470116000001,1015.2470116000001,1015.2470116000001,1015.2470116000001,1015.2470116000001,1015.2470116000001,1015.2470116000001,1015.2470116000001,None,None,None,,,,,,,,,,996.3800567,996.3800567,None,,,,996.3800567,996.3800567,1009.6230899000001,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
"['R_Base_Z_Back', 'R_Head_X_For', 'R_Head_Z_Back', 'L_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Head_X_For'}",localisation,['localisation'],R_Base_Z_Back,0,1,robot,2,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Base_Z_Back.mp4,6,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,1015.2470116000001,1017.3228266,,,1032.0374468999998,1032.0374468999998,1032.0374468999998,2,3.723907200000099,1035.7802640999998,1035.7802640999998,1035.7802640999998,1035.7802640999998,1035.7802640999998,1035.7802640999998,1035.7802640999998,1035.7802640999998,None,None,None,,,,,,,,,,1015.2470116000001,1015.2470116000001,None,,,,1015.2470116000001,1015.2470116000001,1028.3911159999998,6,001,2024-07-23_09h02.49.305,robot_cogshifting_sign,2022.2.5,59.94186837604167,
