sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Torso_Y_Back', 'L_Torso_Y_For', 'R_Torso_Z_For', 'R_Base_Y_Back']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Torso_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Base_Y_Back,3,3,robot,1,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Base_Y_Back.mp4,21,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,819.6434252001345,,,836.543387000449,836.543387000449,836.543387000449,4,2.292669899761677,838.864591400139,838.864591400139,838.864591400139,838.864591400139,838.864591400139,838.864591400139,838.864591400139,838.864591400139,None,None,None,,,,821.7308878004551,,,,,,,,819.6434252001345,819.6434252001345,None,,832.8862025002018,819.6434252001345,819.6434252001345,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Base_Y_For', 'R_Head_Y_For', 'L_Base_Y_For', 'R_Base_X_Back']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Head_Y_For,1,3,robot,1,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Head_Y_For.mp4,21,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,838.864591400139,,,855.647637099959,855.647637099959,855.647637099959,2,2.3077720999717712,857.9855746002868,857.9855746002868,857.9855746002868,857.9855746002868,857.9855746002868,857.9855746002868,857.9855746002868,857.9855746002868,None,None,None,,,,840.9520431002602,,,,,,,,838.864591400139,838.864591400139,None,,852.0238891998306,838.864591400139,838.864591400139,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Torso_X_For', 'L_Head_Z_For', 'L_Torso_Z_For', 'R_Torso_Z_For']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Torso_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Torso_Z_For,3,3,robot,1,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,21,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,857.9855746002868,,,874.8855071999133,874.8855071999133,874.8855071999133,4,2.8465826995670795,877.7578028002754,877.7578028002754,877.7578028002754,877.7578028002754,877.7578028002754,877.7578028002754,877.7578028002754,877.7578028002754,None,None,None,,,,860.0730550996959,,,,,,,,857.9855746002868,857.9855746002868,None,,871.2283022003248,857.9855746002868,857.9855746002868,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Base_Z_For', 'L_Arm_Y_Back', 'R_Base_Y_For', 'L_Base_Y_Back']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Arm_Y_Back', 'movement': 'L_Base_Z_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_Y_For,2,3,robot,1,False,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\R_Base_Y_For.mp4,21,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,877.7578028002754,,,894.6076344000176,894.6076344000176,894.6076344000176,3,2.5882198000326753,897.2127636000514,897.2127636000514,897.2127636000514,897.2127636000514,897.2127636000514,897.2127636000514,897.2127636000514,897.2127636000514,None,None,None,,,,879.8452634001151,,,,,,,,877.7578028002754,877.7578028002754,None,,891.05065140035,877.7578028002754,877.7578028002754,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Torso_Y_For', 'R_Torso_X_For', 'R_Head_Y_Back', 'R_Torso_Y_Back']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Torso_X_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_X_For,1,3,robot,1,False,True,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,21,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,897.2127636000514,,,914.1127198003232,914.1127198003232,914.1127198003232,4,11.186425800435245,925.3515069000423,935.4380141999573,925.3515069000423,935.4380141999573,925.3515069000423,935.4380141999573,925.3515069000423,935.4380141999573,66.11111111111111,9.278396900743246,space,,,,899.3001958001405,10.028122699819505,,,,,,,897.2127636000514,897.2127636000514,None,,910.4555259998888,897.2127636000514,897.2127636000514,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Head_Y_For', 'L_Head_Y_For', 'L_Torso_Y_Back', 'L_Head_Z_Back']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Head_Z_Back'}",localisation,"['localisation', 'movement']",L_Torso_Y_Back,2,2,robot,1,True,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,21,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,943.0529837999493,,,959.8026545001194,959.8026545001194,959.8026545001194,3,2.7367420997470617,962.5580364996567,962.5580364996567,962.5580364996567,962.5580364996567,962.5580364996567,962.5580364996567,962.5580364996567,962.5580364996567,None,None,None,,,,,,,,,,,,935.4380141999573,935.4380141999573,space,7.597093800082803,956.1621455997229,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Base_X_For', 'L_Base_Y_For', 'R_Base_X_For', 'L_Arm_X_Back']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Base_Y_For'}",movement,"['localisation', 'movement']",L_Base_Y_For,1,2,robot,1,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Base_Y_For.mp4,21,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,962.5580364996567,,,979.1907769003883,979.1907769003883,979.1907769003883,3,11.604453200474381,990.8136771004647,990.8136771004647,990.8136771004647,990.8136771004647,990.8136771004647,990.8136771004647,990.8136771004647,990.8136771004647,None,None,None,,,,964.6455116001889,,,,,,,,962.5580364996567,962.5580364996567,None,,975.550335300155,962.5580364996567,962.5580364996567,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Arm_Z_For', 'R_Base_Z_For', 'R_Base_X_Back', 'L_Base_Z_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Arm_Z_For', 'movement': 'R_Base_X_Back'}",laterality,"['laterality', 'movement']",L_Base_Z_Back,3,2,robot,1,False,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,21,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,990.8136771004647,,,1007.7136041997001,1007.7136041997001,1007.7136041997001,4,4.466268800199032,1012.2057637004182,1012.2057637004182,1012.2057637004182,1012.2057637004182,1012.2057637004182,1012.2057637004182,1012.2057637004182,1012.2057637004182,None,None,None,,,,992.901116900146,,,,,,,,990.8136771004647,990.8136771004647,None,,1004.0564075997099,990.8136771004647,990.8136771004647,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Arm_Y_Back', 'R_Arm_X_For', 'R_Head_Y_For', 'L_Arm_Y_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Head_Y_For', 'movement': 'R_Arm_X_For'}",movement,"['localisation', 'movement']",R_Arm_X_For,1,2,robot,1,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_X_For.mp4,21,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,1012.2057637004182,,,1029.0890282001346,1029.0890282001346,1029.0890282001346,2,5.987692700698972,1035.1007880996913,1035.1007880996913,1035.1007880996913,1035.1007880996913,1035.1007880996913,1035.1007880996913,1035.1007880996913,1035.1007880996913,None,None,None,,,,1014.309980600141,,,,,,,,1012.2057637004182,1012.2057637004182,None,,1025.448546600528,1012.2057637004182,1012.2057637004182,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Torso_X_Back', 'L_Base_X_Back', 'R_Base_Y_Back', 'R_Base_X_For']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Base_Y_Back'}",laterality,"['laterality', 'movement']",L_Base_X_Back,1,2,robot,1,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_X_Back.mp4,21,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,1035.1007880996913,,,1051.8671514997259,1051.8671514997259,1051.8671514997259,2,2.4644718999043107,1054.3554004998878,1054.3554004998878,1054.3554004998878,1054.3554004998878,1054.3554004998878,1054.3554004998878,1054.3554004998878,1054.3554004998878,None,None,None,,,,1037.1882781004533,,,,,,,,1035.1007880996913,1035.1007880996913,None,,1048.3268940998241,1035.1007880996913,1035.1007880996913,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Arm_X_Back', 'R_Base_X_For', 'L_Base_Z_For', 'L_Base_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Base_Z_For'}",localisation,"['laterality', 'localisation']",L_Arm_X_Back,0,2,robot,1,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Arm_X_Back.mp4,21,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,1054.3554004998878,,,1071.0883488003165,1071.0883488003165,1071.0883488003165,1,3.4597378000617027,1074.5785459997132,1074.5785459997132,1074.5785459997132,1074.5785459997132,1074.5785459997132,1074.5785459997132,1074.5785459997132,1074.5785459997132,None,None,None,,,,1056.4429011996835,,,,,,,,1054.3554004998878,1054.3554004998878,None,,1067.5146529003978,1054.3554004998878,1054.3554004998878,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Arm_Y_Back', 'R_Arm_X_Back', 'L_Arm_Y_For', 'R_Head_Y_Back']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Arm_X_Back'}",localisation,"['localisation', 'movement']",R_Head_Y_Back,3,2,robot,1,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,21,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,1074.5785459997132,,,1091.4784605996683,1091.4784605996683,1091.4784605996683,4,0.8368882006034255,1092.346825200133,1092.346825200133,1092.346825200133,1092.346825200133,1092.346825200133,1092.346825200133,1092.346825200133,1092.346825200133,None,None,None,,,,1076.6660786997527,,,,,,,,1074.5785459997132,1074.5785459997132,None,,1087.8380970004946,1074.5785459997132,1074.5785459997132,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Torso_Y_For', 'R_Torso_Y_Back', 'L_Torso_Z_Back', 'L_Arm_Y_Back']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Arm_Y_Back', 'movement': 'L_Torso_Z_Back'}",movement,"['laterality', 'movement']",L_Torso_Z_Back,2,2,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,21,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,1092.346825200133,,,1109.113197799772,1109.113197799772,1109.113197799772,3,1.9067962998524308,1111.050339399837,1111.050339399837,1111.050339399837,1111.050339399837,1111.050339399837,1111.050339399837,1111.050339399837,1111.050339399837,None,None,None,,,,1094.434325300157,,,,,,,,1092.346825200133,1092.346825200133,None,,1105.4564086999744,1092.346825200133,1092.346825200133,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Head_Y_For', 'R_Head_Z_Back', 'R_Base_Y_Back', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Head_Z_Back'}",laterality,"['laterality', 'localisation']",L_Head_Y_For,0,2,robot,1,False,True,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,21,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,1111.050339399837,,,1127.9502359004691,1127.9502359004691,1127.9502359004691,2,5.348886399529874,1133.3608961002901,1136.6339969998226,1133.3608961002901,1136.6339969998226,1133.3608961002901,1136.6339969998226,1133.3608961002901,1136.6339969998226,69.76190476190476,2.4145147996023297,space,,,,1113.1378001002595,3.218436699360609,,,,,,,1111.050339399837,1111.050339399837,None,,1124.3097965996712,1111.050339399837,1111.050339399837,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Base_X_Back', 'L_Base_Y_For', 'R_Torso_Y_Back', 'R_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Base_X_Back'}",laterality,['laterality'],L_Base_Y_For,1,1,robot,1,True,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,21,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,1138.15364999976,,,1154.9534253003076,1154.9534253003076,1154.9534253003076,2,0.4182227998971939,1155.4043025001884,1155.4043025001884,1155.4043025001884,1155.4043025001884,1155.4043025001884,1155.4043025001884,1155.4043025001884,1155.4043025001884,None,None,None,,,,,,,,,,,,1136.6339969998226,1136.6339969998226,space,1.4971600994467735,1151.2961945999414,,,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Torso_Y_For', 'L_Base_X_Back', 'R_Base_Y_Back', 'L_Base_Y_For']","{'laterality': 'R_Base_Y_Back', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Base_X_Back'}",localisation,['localisation'],L_Torso_Y_For,0,1,robot,1,False,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,21,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,1155.4043025001884,,,1172.1873057996854,1172.1873057996854,1172.1873057996854,2,0.3602715004235506,1172.5714111002162,1172.5714111002162,1172.5714111002162,1172.5714111002162,1172.5714111002162,1172.5714111002162,1172.5714111002162,1172.5714111002162,None,None,None,,,,1157.4917424004525,,,,,,,,1155.4043025001884,1155.4043025001884,None,,1168.6303658001125,1155.4043025001884,1155.4043025001884,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['L_Base_Y_For', 'R_Base_Y_For', 'L_Torso_Y_Back', 'L_Base_Z_Back']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Base_Z_Back'}",movement,['movement'],L_Base_Z_Back,3,1,robot,1,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,21,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,1172.5714111002162,,,1189.2542420998216,1189.2542420998216,1189.2542420998216,4,0.3729101000353694,1189.655047999695,1189.655047999695,1189.655047999695,1189.655047999695,1189.655047999695,1189.655047999695,1189.655047999695,1189.655047999695,None,None,None,,,,1174.6589281000197,,,,,,,,1172.5714111002162,1172.5714111002162,None,,1185.597023899667,1172.5714111002162,1172.5714111002162,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Base_Z_Back', 'L_Base_Z_Back', 'R_Head_Z_For', 'R_Base_X_For']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Head_Z_For', 'movement': 'R_Base_X_For'}",laterality,['laterality'],L_Base_Z_Back,1,1,robot,1,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_Z_Back.mp4,21,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,1189.655047999695,,,1206.3879803000018,1206.3879803000018,1206.3879803000018,2,0.4633923005312681,1206.8722408004105,1206.8722408004105,1206.8722408004105,1206.8722408004105,1206.8722408004105,1206.8722408004105,1206.8722408004105,1206.8722408004105,None,None,None,,,,1191.7425210997462,,,,,,,,1189.655047999695,1189.655047999695,None,,1202.8476961003616,1189.655047999695,1189.655047999695,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Head_Y_Back', 'R_Base_Y_Back', 'L_Head_Y_For', 'R_Head_X_Back']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Head_X_Back'}",localisation,['localisation'],R_Base_Y_Back,1,1,robot,1,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\R_Base_Y_Back.mp4,21,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,1206.8722408004105,,,1223.7554879002273,1223.7554879002273,1223.7554879002273,2,0.48738009948283434,1224.2731828996912,1224.2731828996912,1224.2731828996912,1224.2731828996912,1224.2731828996912,1224.2731828996912,1224.2731828996912,1224.2731828996912,None,None,None,,,,1208.9597666999325,,,,,,,,1206.8722408004105,1206.8722408004105,None,,1220.11504110042,1206.8722408004105,1206.8722408004105,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Head_X_For', 'R_Head_Y_Back', 'L_Head_Y_For', 'R_Arm_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Arm_Y_For', 'movement': 'R_Head_X_For'}",laterality,['laterality'],L_Head_Y_For,2,1,robot,1,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,21,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,1224.2731828996912,,,1241.03948879987,1241.03948879987,1241.03948879987,3,0.3963561998680234,1241.4569974001497,1241.4569974001497,1241.4569974001497,1241.4569974001497,1241.4569974001497,1241.4569974001497,1241.4569974001497,1241.4569974001497,None,None,None,,,,1226.3605965003371,,,,,,,,1224.2731828996912,1224.2731828996912,None,,1237.5160258999094,1224.2731828996912,1224.2731828996912,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Arm_Y_Back', 'R_Arm_Z_Back', 'L_Arm_Z_Back', 'R_Torso_Z_For']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Torso_Z_For', 'movement': 'R_Arm_Y_Back'}",movement,['movement'],R_Arm_Y_Back,0,1,robot,1,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,21,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,1241.4569974001497,,,1258.3569275001064,1258.3569275001064,1258.3569275001064,1,0.7347548995167017,1259.108423399739,1259.108423399739,1259.108423399739,1259.108423399739,1259.108423399739,1259.108423399739,1259.108423399739,1259.108423399739,None,None,None,,,,1243.54448639974,,,,,,,,1241.4569974001497,1241.4569974001497,None,,1254.699757100083,1241.4569974001497,1241.4569974001497,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Base_X_For', 'R_Torso_X_Back', 'R_Base_Y_Back', 'L_Base_X_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Base_Y_Back'}",localisation,['localisation'],R_Torso_X_Back,1,1,robot,1,False,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,21,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,1259.108423399739,,,1275.8747370997444,1275.8747370997444,1275.8747370997444,2,0.7447421997785568,1276.6429318003356,1276.6429318003356,1276.6429318003356,1276.6429318003356,1276.6429318003356,1276.6429318003356,1276.6429318003356,1276.6429318003356,None,None,None,,,,1261.1958474004641,,,,,,,,1259.108423399739,1259.108423399739,None,,1272.2676656004041,1259.108423399739,1259.108423399739,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['R_Torso_X_For', 'R_Base_Z_Back', 'L_Torso_Z_For', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_Z_For', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Torso_X_For'}",movement,['movement'],R_Torso_X_For,0,1,robot,1,False,True,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,21,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,1276.6429318003356,,,1293.4426423003897,1293.4426423003897,1293.4426423003897,1,0.4483699994161725,1293.9436210999265,1298.5026411004364,1293.9436210999265,1298.5026411004364,1293.9436210999265,1298.5026411004364,1293.9436210999265,1298.5026411004364,35.0,3.2667757999151945,space,,,,1278.7303518997505,4.507586999796331,,,,,,,1276.6429318003356,1276.6429318003356,None,,1289.7854343997315,1276.6429318003356,1276.6429318003356,,,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
"['blue_left_V_45', 'red_left_M_45', 'blue_left_T_0', 'blue_right_K_45']","{'color': 'red_left_M_45', 'position': 'blue_right_K_45', 'orientation': 'blue_left_T_0'}",position,"['color', 'position']",blue_right_K_45,3,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,21,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,1313.799397200346,,,1324.553878299892,1324.553878299892,1324.553878299892,4,1.401379399932921,1325.9733736002818,1325.9733736002818,1325.9733736002818,1325.9733736002818,1325.9733736002818,1325.9733736002818,1325.9733736002818,1325.9733736002818,None,None,None,,,,,,,,,,,,1298.5026411004364,1298.5026411004364,space,15.277184099890292,,,,1322.3328954000026,1324.553878299892,21,001,2024-09-24_17h43.06.174,robot_cogshifting_sign,2022.2.5,59.85773034537992,
