sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 80
F,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,54.0,54.0,54.0,,,,,,,,,,,,,548.3342918000017,549.3907096000003,,,,,,,551.4250155000009,551.4250155000009,551.4250155000009,551.4250155000009,551.4250155000009,551.4250155000009,551.4250155000009,551.4250155000009,None,None,None,,,,,,,,,,,548.3342918000017,548.3342918000017,None,,549.3907096000003,549.3907096000003,551.4250155000009,n,548.3342918000017,548.3342918000017,0.5400286999974924,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
B,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,55.0,55.0,55.0,,,,,,,,,,,,,551.4250155000009,552.4908462999992,,,,,,,554.7182336000005,554.7182336000005,554.7182336000005,554.7182336000005,554.7182336000005,554.7182336000005,554.7182336000005,554.7182336000005,None,None,None,,,,,,,,,,,551.4250155000009,551.4250155000009,None,,552.4908462999992,552.4908462999992,554.7182336000005,n,551.4250155000009,551.4250155000009,0.4709202999983972,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,56.0,56.0,56.0,,,,,,,,,,,,,554.7182336000005,555.7845135999996,,,,,,,557.8145442999994,557.8145442999994,557.8145442999994,557.8145442999994,557.8145442999994,557.8145442999994,557.8145442999994,557.8145442999994,None,None,None,,,,,,,,,,,554.7182336000005,554.7182336000005,None,,555.7845135999996,555.7845135999996,557.8145442999994,n,554.7182336000005,554.7182336000005,0.4501932999992277,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Q,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,57.0,57.0,57.0,,,,,,,,,,,,,557.8145442999994,558.8738233000004,,,,,,,560.9071782999999,560.9071782999999,560.9071782999999,560.9071782999999,560.9071782999999,560.9071782999999,560.9071782999999,560.9071782999999,None,None,None,,,,,,,,,,,557.8145442999994,557.8145442999994,None,,558.8738233000004,558.8738233000004,560.9071782999999,n,557.8145442999994,557.8145442999994,0.4407552999982727,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,58.0,58.0,58.0,,,,,,,,,,,,,560.9071782999999,561.9843922,,,,,,,564.0128217999991,564.0128217999991,564.0128217999991,564.0128217999991,564.0128217999991,564.0128217999991,564.0128217999991,564.0128217999991,None,None,None,,,,,,,,,,,560.9071782999999,560.9071782999999,None,,561.9843922,561.9843922,564.0128217999991,n,560.9071782999999,560.9071782999999,0.778358899999148,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
D,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,59.0,59.0,59.0,,,,,,,,,,,,,564.0128217999991,565.0752797000023,,,,,,,567.1008791000022,567.1008791000022,567.1008791000022,567.1008791000022,567.1008791000022,567.1008791000022,567.1008791000022,567.1008791000022,None,None,None,,,,,,,,,,,564.0128217999991,564.0128217999991,None,,565.0752797000023,565.0752797000023,567.1008791000022,n,564.0128217999991,564.0128217999991,0.5018850999986171,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
R,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,60.0,60.0,60.0,,,,,,,,,,,,,567.1008791000022,568.1578188999993,,,,,,,570.1874314000015,570.1874314000015,570.1874314000015,570.1874314000015,570.1874314000015,570.1874314000015,570.1874314000015,570.1874314000015,None,None,None,,,,,,,,,,,567.1008791000022,567.1008791000022,None,,568.1578188999993,568.1578188999993,570.1874314000015,n,567.1008791000022,567.1008791000022,0.6210519000014756,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Z,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,61.0,61.0,61.0,,,,,,,,,,,,,570.1874314000015,571.2407913000025,,,,,,,573.2749636000008,573.2749636000008,573.2749636000008,573.2749636000008,573.2749636000008,573.2749636000008,573.2749636000008,573.2749636000008,None,None,None,,,,,,,,,,,570.1874314000015,570.1874314000015,None,,571.2407913000025,571.2407913000025,573.2749636000008,n,570.1874314000015,570.1874314000015,0.4252527999997255,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Z,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,62.0,62.0,62.0,,,,,,,,,,,,,573.2749636000008,574.3399633000008,,,,,,,576.5700914000008,576.5700914000008,576.5700914000008,576.5700914000008,576.5700914000008,576.5700914000008,576.5700914000008,576.5700914000008,None,None,None,,,,,,,,,,,573.2749636000008,573.2749636000008,None,,574.3399633000008,574.3399633000008,576.5700914000008,c,573.2749636000008,573.2749636000008,0.4862407999971765,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
B,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,63.0,63.0,63.0,,,,,,,,,,,,,576.5700914000008,577.6240008000022,,,,,,,579.847534200002,579.847534200002,579.847534200002,579.847534200002,579.847534200002,579.847534200002,579.847534200002,579.847534200002,None,None,None,,,,,,,,,,,576.5700914000008,576.5700914000008,None,,577.6240008000022,577.6240008000022,579.847534200002,n,576.5700914000008,576.5700914000008,0.4747609999976703,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
X,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,64.0,64.0,64.0,,,,,,,,,,,,,579.847534200002,580.9069208000001,,,,,,,582.9318330999995,582.9318330999995,582.9318330999995,582.9318330999995,582.9318330999995,582.9318330999995,582.9318330999995,582.9318330999995,None,None,None,,,,,,,,,,,579.847534200002,579.847534200002,None,,580.9069208000001,580.9069208000001,582.9318330999995,n,579.847534200002,579.847534200002,0.6948565999991843,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
M,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,65.0,65.0,65.0,,,,,,,,,,,,,582.9318330999995,583.9901367999992,,,,,,,586.2222392000003,586.2222392000003,586.2222392000003,586.2222392000003,586.2222392000003,586.2222392000003,586.2222392000003,586.2222392000003,None,None,None,,,,,,,,,,,582.9318330999995,582.9318330999995,None,,583.9901367999992,583.9901367999992,586.2222392000003,n,582.9318330999995,582.9318330999995,0.7150610999960918,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
M,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,66.0,66.0,66.0,,,,,,,,,,,,,586.2222392000003,,,,,,,,589.3167740000026,589.3167740000026,589.3167740000026,589.3167740000026,589.3167740000026,589.3167740000026,589.3167740000026,589.3167740000026,None,None,None,,,,,,,,,,,586.2222392000003,586.2222392000003,None,,587.2890264000016,587.2890264000016,589.3167740000026,c,586.2222392000003,586.2222392000003,0.6325686999953177,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Z,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,67.0,67.0,67.0,,,,,,,,,,,,,589.3167740000026,590.3730204000021,,,,,,,592.4100830999996,592.4100830999996,592.4100830999996,592.4100830999996,592.4100830999996,592.4100830999996,592.4100830999996,592.4100830999996,None,None,None,,,,,,,,,,,589.3167740000026,589.3167740000026,None,,590.3730204000021,590.3730204000021,592.4100830999996,n,589.3167740000026,589.3167740000026,0.7731493999963277,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,68.0,68.0,68.0,,,,,,,,,,,,,592.4100830999996,593.4792132000002,,,,,,,595.5100779999993,595.5100779999993,595.5100779999993,595.5100779999993,595.5100779999993,595.5100779999993,595.5100779999993,595.5100779999993,None,None,None,,,,,,,,,,,592.4100830999996,592.4100830999996,None,,593.4792132000002,593.4792132000002,595.5100779999993,n,592.4100830999996,592.4100830999996,0.5549306999964756,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
S,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,69.0,69.0,69.0,,,,,,,,,,,,,595.5100779999993,596.5736228999995,,,,,,,598.805786500001,598.805786500001,598.805786500001,598.805786500001,598.805786500001,598.805786500001,598.805786500001,598.805786500001,None,None,None,,,,,,,,,,,595.5100779999993,595.5100779999993,None,,596.5736228999995,596.5736228999995,598.805786500001,n,595.5100779999993,595.5100779999993,0.4999414999983855,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Q,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,70.0,70.0,70.0,,,,,,,,,,,,,598.805786500001,,,,,,,,601.9064384000012,601.9064384000012,601.9064384000012,601.9064384000012,601.9064384000012,601.9064384000012,601.9064384000012,601.9064384000012,None,None,None,,,,,,,,,,,598.805786500001,598.805786500001,None,,599.8744581999999,599.8744581999999,601.9064384000012,n,598.805786500001,598.805786500001,0.5505778999977338,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
J,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,71.0,71.0,71.0,,,,,,,,,,,,,601.9064384000012,,,,,,,,605.2063864000011,605.2063864000011,605.2063864000011,605.2063864000011,605.2063864000011,605.2063864000011,605.2063864000011,605.2063864000011,None,None,None,,,,,,,,,,,601.9064384000012,601.9064384000012,None,,602.9727010999995,602.9727010999995,605.2063864000011,n,601.9064384000012,601.9064384000012,0.4691061999983503,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,72.0,72.0,72.0,,,,,,,,,,,,,605.2063864000011,,,,,,,,608.3048841000018,608.3048841000018,608.3048841000018,608.3048841000018,608.3048841000018,608.3048841000018,608.3048841000018,608.3048841000018,None,None,None,,,,,,,,,,,605.2063864000011,605.2063864000011,None,,606.274751500001,606.274751500001,608.3048841000018,n,605.2063864000011,605.2063864000011,0.446876499998325,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,73.0,73.0,73.0,,,,,,,,,,,,,608.3048841000018,,,,,,,,611.6006392000018,611.6006392000018,611.6006392000018,611.6006392000018,611.6006392000018,611.6006392000018,611.6006392000018,611.6006392000018,None,None,None,,,,,,,,,,,608.3048841000018,608.3048841000018,None,,609.3722928999996,609.3722928999996,611.6006392000018,c,608.3048841000018,608.3048841000018,0.4060715999985405,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
Z,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,74.0,74.0,74.0,,,,,,,,,,,,,611.6006392000018,612.6573616000023,,,,,,,614.6869621000005,614.6869621000005,614.6869621000005,614.6869621000005,614.6869621000005,614.6869621000005,614.6869621000005,614.6869621000005,None,None,None,,,,,,,,,,,611.6006392000018,611.6006392000018,None,,612.6573616000023,612.6573616000023,614.6869621000005,n,611.6006392000018,611.6006392000018,0.4970251999984612,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
W,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,75.0,75.0,75.0,,,,,,,,,,,,,614.6869621000005,615.7400535000015,,,,,,,617.9679991000012,617.9679991000012,617.9679991000012,617.9679991000012,617.9679991000012,617.9679991000012,617.9679991000012,617.9679991000012,None,None,None,,,,,,,,,,,614.6869621000005,614.6869621000005,None,,615.7400535000015,615.7400535000015,617.9679991000012,n,614.6869621000005,614.6869621000005,0.4618633999962185,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,76.0,76.0,76.0,,,,,,,,,,,,,617.9679991000012,619.0253102000024,,,,,,,621.0570439000003,621.0570439000003,621.0570439000003,621.0570439000003,621.0570439000003,621.0570439000003,621.0570439000003,621.0570439000003,None,None,None,,,,,,,,,,,617.9679991000012,617.9679991000012,None,,619.0253102000024,619.0253102000024,621.0570439000003,n,617.9679991000012,617.9679991000012,0.52026079999996,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
M,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,77.0,77.0,77.0,,,,,,,,,,,,,621.0570439000003,,,,,,,,624.3548544000005,624.3548544000005,624.3548544000005,624.3548544000005,624.3548544000005,624.3548544000005,624.3548544000005,624.3548544000005,None,None,None,,,,,,,,,,,621.0570439000003,621.0570439000003,None,,622.1239151000009,622.1239151000009,624.3548544000005,n,621.0570439000003,621.0570439000003,0.4545515999998315,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
M,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,78.0,78.0,78.0,,,,,,,,,,,,,624.3548544000005,,,,,,,,627.6542421000013,627.6542421000013,627.6542421000013,627.6542421000013,627.6542421000013,627.6542421000013,627.6542421000013,627.6542421000013,None,None,None,,,,,,,,,,,624.3548544000005,624.3548544000005,None,,625.4231701000026,625.4231701000026,627.6542421000013,c,624.3548544000005,624.3548544000005,0.6595952999996371,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,79.0,79.0,79.0,,,,,,,,,,,,,627.6542421000013,628.7070332000003,,,,,,,630.9321731000018,630.9321731000018,630.9321731000018,630.9321731000018,630.9321731000018,630.9321731000018,630.9321731000018,630.9321731000018,None,None,None,,,,,,,,,,,627.6542421000013,627.6542421000013,None,,628.7070332000003,628.7070332000003,630.9321731000018,n,627.6542421000013,627.6542421000013,0.6234822999977041,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
L,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,80.0,80.0,80.0,,,,,,,,,,,,,630.9321731000018,631.9884619000004,,,,,,,634.2179810000016,634.2179810000016,634.2179810000016,634.2179810000016,634.2179810000016,634.2179810000016,634.2179810000016,634.2179810000016,None,None,None,,,,,,,,,,,630.9321731000018,630.9321731000018,None,,631.9884619000004,631.9884619000004,634.2179810000016,c,630.9321731000018,630.9321731000018,0.4864244999989751,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
S,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,81.0,81.0,81.0,,,,,,,,,,,,,634.2179810000016,635.2752379000012,,,,,,,637.3001523999992,637.3001523999992,637.3001523999992,637.3001523999992,637.3001523999992,637.3001523999992,637.3001523999992,637.3001523999992,None,None,None,,,,,,,,,,,634.2179810000016,634.2179810000016,None,,635.2752379000012,635.2752379000012,637.3001523999992,n,634.2179810000016,634.2179810000016,0.4794752999987395,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,82.0,82.0,82.0,,,,,,,,,,,,,637.3001523999992,638.3595540999995,,,,,,,640.386880500002,640.386880500002,640.386880500002,640.386880500002,640.386880500002,640.386880500002,640.386880500002,640.386880500002,None,None,None,,,,,,,,,,,637.3001523999992,637.3001523999992,None,,638.3595540999995,638.3595540999995,640.386880500002,n,637.3001523999992,637.3001523999992,0.4663034999975934,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,83.0,83.0,83.0,,,,,,,,,,,,,640.386880500002,641.4397353999993,,,,,,,643.6742723000025,643.6742723000025,643.6742723000025,643.6742723000025,643.6742723000025,643.6742723000025,643.6742723000025,643.6742723000025,None,None,None,,,,,,,,,,,640.386880500002,640.386880500002,None,,641.4397353999993,641.4397353999993,643.6742723000025,n,640.386880500002,640.386880500002,0.5141548999963561,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
V,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,84.0,84.0,84.0,,,,,,,,,,,,,643.6742723000025,644.740185900002,,,,,,,646.9640338999998,646.9640338999998,646.9640338999998,646.9640338999998,646.9640338999998,646.9640338999998,646.9640338999998,646.9640338999998,None,None,None,,,,,,,,,,,643.6742723000025,643.6742723000025,None,,644.740185900002,644.740185900002,646.9640338999998,c,643.6742723000025,643.6742723000025,0.5893782999992254,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
C,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,85.0,85.0,85.0,,,,,,,,,,,,,646.9640338999998,648.0231065000007,,,,,,,650.2508739000004,650.2508739000004,650.2508739000004,650.2508739000004,650.2508739000004,650.2508739000004,650.2508739000004,650.2508739000004,None,None,None,,,,,,,,,,,646.9640338999998,646.9640338999998,None,,648.0231065000007,648.0231065000007,650.2508739000004,n,646.9640338999998,646.9640338999998,0.4756843999966804,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,86.0,86.0,86.0,,,,,,,,,,,,,650.2508739000004,651.3073546000014,,,,,,,653.3364288000012,653.3364288000012,653.3364288000012,653.3364288000012,653.3364288000012,653.3364288000012,653.3364288000012,653.3364288000012,None,None,None,,,,,,,,,,,650.2508739000004,650.2508739000004,None,,651.3073546000014,651.3073546000014,653.3364288000012,n,650.2508739000004,650.2508739000004,0.4954172999969159,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,87.0,87.0,87.0,,,,,,,,,,,,,653.3364288000012,654.3905268000017,,,,,,,656.6157999999996,656.6157999999996,656.6157999999996,656.6157999999996,656.6157999999996,656.6157999999996,656.6157999999996,656.6157999999996,None,None,None,,,,,,,,,,,653.3364288000012,653.3364288000012,None,,654.3905268000017,654.3905268000017,656.6157999999996,c,653.3364288000012,653.3364288000012,0.6280643999998574,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
K,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,88.0,88.0,88.0,,,,,,,,,,,,,656.6157999999996,657.6742469000019,,,,,,,659.7032884,659.7032884,659.7032884,659.7032884,659.7032884,659.7032884,659.7032884,659.7032884,None,None,None,,,,,,,,,,,656.6157999999996,656.6157999999996,None,,657.6742469000019,657.6742469000019,659.7032884,n,656.6157999999996,656.6157999999996,0.5444152000018221,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
N,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,89.0,89.0,89.0,,,,,,,,,,,,,659.7032884,660.7584975999998,,,,,,,662.7845655000019,662.7845655000019,662.7845655000019,662.7845655000019,662.7845655000019,662.7845655000019,662.7845655000019,662.7845655000019,None,None,None,,,,,,,,,,,659.7032884,659.7032884,None,,660.7584975999998,660.7584975999998,662.7845655000019,n,659.7032884,659.7032884,0.5313388999966264,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,90.0,90.0,90.0,,,,,,,,,,,,,662.7845655000019,663.8420002999992,,,,,,,665.8729768000012,665.8729768000012,665.8729768000012,665.8729768000012,665.8729768000012,665.8729768000012,665.8729768000012,665.8729768000012,None,None,None,,,,,,,,,,,662.7845655000019,662.7845655000019,None,,663.8420002999992,663.8420002999992,665.8729768000012,n,662.7845655000019,662.7845655000019,0.7369234999969194,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
W,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,91.0,91.0,91.0,,,,,,,,,,,,,665.8729768000012,,,,,,,,669.1717915000008,669.1717915000008,669.1717915000008,669.1717915000008,669.1717915000008,669.1717915000008,669.1717915000008,669.1717915000008,None,None,None,,,,,,,,,,,665.8729768000012,665.8729768000012,None,,666.9393512000024,666.9393512000024,669.1717915000008,n,665.8729768000012,665.8729768000012,0.6632908999999927,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
T,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,92.0,92.0,92.0,,,,,,,,,,,,,669.1717915000008,,,,,,,,672.2821605999998,672.2821605999998,672.2821605999998,672.2821605999998,672.2821605999998,672.2821605999998,672.2821605999998,672.2821605999998,None,None,None,,,,,,,,,,,669.1717915000008,669.1717915000008,None,,670.2482402999995,670.2482402999995,672.2821605999998,n,669.1717915000008,669.1717915000008,0.6735926999972435,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,93.0,93.0,93.0,,,,,,,,,,,,,672.2821605999998,673.3416053000001,,,,,,,675.5675233000002,675.5675233000002,675.5675233000002,675.5675233000002,675.5675233000002,675.5675233000002,675.5675233000002,675.5675233000002,None,None,None,,,,,,,,,,,672.2821605999998,672.2821605999998,None,,673.3416053000001,673.3416053000001,675.5675233000002,n,672.2821605999998,672.2821605999998,0.7237381999984791,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
G,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,94.0,94.0,94.0,,,,,,,,,,,,,675.5675233000002,676.6227485000018,,,,,,,678.8484687000018,678.8484687000018,678.8484687000018,678.8484687000018,678.8484687000018,678.8484687000018,678.8484687000018,678.8484687000018,None,None,None,,,,,,,,,,,675.5675233000002,675.5675233000002,None,,676.6227485000018,676.6227485000018,678.8484687000018,c,675.5675233000002,675.5675233000002,0.604299999999057,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
W,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,95.0,95.0,95.0,,,,,,,,,,,,,678.8484687000018,679.9070090999994,,,,,,,681.9429989000018,681.9429989000018,681.9429989000018,681.9429989000018,681.9429989000018,681.9429989000018,681.9429989000018,681.9429989000018,None,None,None,,,,,,,,,,,678.8484687000018,678.8484687000018,None,,679.9070090999994,679.9070090999994,681.9429989000018,n,678.8484687000018,678.8484687000018,0.5116658999977517,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
H,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,96.0,96.0,96.0,,,,,,,,,,,,,681.9429989000018,683.0078939000014,,,,,,,685.041411000002,685.041411000002,685.041411000002,685.041411000002,685.041411000002,685.041411000002,685.041411000002,685.041411000002,None,None,None,,,,,,,,,,,681.9429989000018,681.9429989000018,None,,683.0078939000014,683.0078939000014,685.041411000002,n,681.9429989000018,681.9429989000018,0.5305203999960213,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
H,True,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,97.0,97.0,97.0,,,,,,,,,,,,,685.041411000002,686.1054242999999,,,,,,,688.3308582999998,688.3308582999998,688.3308582999998,688.3308582999998,688.3308582999998,688.3308582999998,688.3308582999998,688.3308582999998,None,None,None,,,,,,,,,,,685.041411000002,685.041411000002,None,,686.1054242999999,686.1054242999999,688.3308582999998,c,685.041411000002,685.041411000002,0.5202972000006412,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
R,False,1.0,letter,1.0,False,False,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,98.0,98.0,98.0,,,,,,,,,,,,,688.3308582999998,689.391795800002,,,,,,,691.4260482999998,691.4260482999998,691.4260482999998,691.4260482999998,691.4260482999998,691.4260482999998,691.4260482999998,691.4260482999998,None,None,None,,,,,,,,,,,688.3308582999998,688.3308582999998,None,,689.391795800002,689.391795800002,691.4260482999998,n,688.3308582999998,688.3308582999998,0.474823299999116,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
J,False,1.0,letter,1.0,False,True,robot_stimuli\\filler.mp4,12.0,,,,,,,,,0.0,99.0,99.0,99.0,,,,,,,,,,,,,691.4260482999998,692.489859199999,,,,,,,694.7511438000001,698.9556448000003,694.7511438000001,698.9556448000003,694.7511438000001,698.9556448000003,694.7511438000001,698.9556448000003,27.067901234567895,2.741153900002246,space,,,,4.138438300000416,,,,,,,691.4260482999998,691.4260482999998,None,,692.489859199999,692.489859199999,694.7511438000001,n,691.4260482999998,691.4260482999998,0.4726822000011452,,12,1,2024-06-18_17h02.34.500,robot_nback_sign,2022.2.5,60.20647207619808,
