sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_right_D_0', 'blue_bottom_T_45', 'red_right_X_45', 'blue_right_S_45']","{'color': 'red_right_X_45', 'position': 'blue_bottom_T_45', 'orientation': 'blue_right_D_0'}",orientation,"['orientation', 'position']",blue_right_D_0,0,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,601.0755401,603.1294785,,,611.8096141,611.8096141,611.8096141,1,1.6631181999999995,613.4922178,613.4922178,613.4922178,613.4922178,613.4922178,613.4922178,613.4922178,613.4922178,None,None,None,,,,,,,,,,601.0755401,601.0755401,None,,609.7882787,611.8096141,601.0755401,601.0755401,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_left_T_0', 'red_right_R_45', 'blue_left_G_45', 'red_left_M_45']","{'color': 'blue_left_G_45', 'position': 'red_right_R_45', 'orientation': 'red_left_T_0'}",position,"['color', 'position']",red_right_R_45,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,613.4922178,615.5451632,,,624.6416169,624.6416169,624.6416169,3,2.7586529999999954,627.4254769,627.4254769,627.4254769,627.4254769,627.4254769,627.4254769,627.4254769,627.4254769,None,None,None,,,,,,,,,,613.4922178,613.4922178,None,,622.4295853,624.6416169,613.4922178,613.4922178,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_top_X_45', 'red_top_H_45', 'blue_top_G_0', 'blue_left_D_45']","{'color': 'red_top_H_45', 'position': 'blue_left_D_45', 'orientation': 'blue_top_G_0'}",color,"['color', 'position']",red_top_H_45,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,627.4254769,629.4820939,,,638.3760318,638.3760318,638.3760318,2,2.5606405999999566,640.9597522,640.9597522,640.9597522,640.9597522,640.9597522,640.9597522,640.9597522,640.9597522,None,None,None,,,,,,,,,,627.4254769,627.4254769,None,,636.1598608,638.3760318,627.4254769,627.4254769,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_right_F_0', 'blue_left_P_45', 'red_right_Z_45', 'blue_right_F_45']","{'color': 'red_right_Z_45', 'position': 'blue_left_P_45', 'orientation': 'blue_right_F_0'}",orientation,"['orientation', 'position']",blue_right_F_0,0,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,640.9597522,643.0147848,,,651.9090697,651.9090697,651.9090697,2,3.259734100000074,655.2178911,658.6920492,655.2178911,658.6920492,655.2178911,658.6920492,655.2178911,658.6920492,50.21604938271606,2.8460006999999905,space,,,3.4226938000000615,,,,,,,640.9597522,640.9597522,None,,649.889713,651.9090697,640.9597522,640.9597522,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_right_S_45', 'blue_bottom_V_45', 'blue_right_D_0', 'blue_right_R_45']","{'color': 'red_right_S_45', 'position': 'blue_bottom_V_45', 'orientation': 'blue_right_D_0'}",position,['position'],blue_bottom_V_45,1,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,660.0255537,662.0809252,,,671.1623037,671.1623037,671.1623037,2,0.20614330000002212,671.3923081,671.3923081,671.3923081,671.3923081,671.3923081,671.3923081,671.3923081,671.3923081,None,None,None,,,,,,,,,,658.6920492,658.6920492,space,1.3089186000000979,668.9504482,671.1623037,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_bottom_F_45', 'red_bottom_D_45', 'blue_bottom_F_0', 'blue_left_Q_45']","{'color': 'red_bottom_D_45', 'position': 'blue_left_Q_45', 'orientation': 'blue_bottom_F_0'}",orientation,['orientation'],blue_bottom_F_0,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,671.3923081,673.4478875,,,682.333898,682.333898,682.333898,3,0.8668055000000692,683.2256649,683.2256649,683.2256649,683.2256649,683.2256649,683.2256649,683.2256649,683.2256649,None,None,None,,,,,,,,,,671.3923081,671.3923081,None,,680.1172812,682.333898,671.3923081,671.3923081,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_right_T_0', 'red_right_V_0', 'blue_bottom_P_0', 'blue_right_Q_45']","{'color': 'red_right_V_0', 'position': 'blue_bottom_P_0', 'orientation': 'blue_right_Q_45'}",position,['position'],blue_bottom_P_0,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,683.2256649,685.2797409,,,694.1474138,694.1474138,694.1474138,3,0.3095030000000776,694.4756058,694.4756058,694.4756058,694.4756058,694.4756058,694.4756058,694.4756058,694.4756058,None,None,None,,,,,,,,,,683.2256649,683.2256649,None,,691.9334537,694.1474138,683.2256649,683.2256649,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_right_R_0', 'red_left_D_0', 'red_right_Z_0', 'red_right_Z_45']","{'color': 'blue_right_R_0', 'position': 'red_left_D_0', 'orientation': 'red_right_Z_45'}",color,['color'],blue_right_R_0,0,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,694.4756058,696.5311329,,,705.2019848,705.2019848,705.2019848,1,0.3187109000000561,705.5422409,705.5422409,705.5422409,705.5422409,705.5422409,705.5422409,705.5422409,705.5422409,None,None,None,,,,,,,,,,694.4756058,694.4756058,None,,703.1877766,705.2019848,694.4756058,694.4756058,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_left_L_0', 'blue_bottom_R_45', 'red_left_L_45', 'blue_left_K_45']","{'color': 'red_left_L_45', 'position': 'blue_bottom_R_45', 'orientation': 'blue_left_L_0'}",color,['color'],red_left_L_45,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,705.5422409,707.5971453,,,716.503193,716.503193,716.503193,3,2.0734327000000263,718.6090539,718.6090539,718.6090539,718.6090539,718.6090539,718.6090539,718.6090539,718.6090539,None,None,None,,,,,,,,,,705.5422409,705.5422409,None,,714.4892277,716.503193,705.5422409,705.5422409,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_bottom_L_0', 'blue_bottom_L_45', 'red_top_G_45', 'red_bottom_S_45']","{'color': 'blue_bottom_L_45', 'position': 'red_top_G_45', 'orientation': 'red_bottom_L_0'}",color,['color'],blue_bottom_L_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,718.6090539,720.6744287,,,729.1577977000001,729.1577977000001,729.1577977000001,2,0.2907012999999239,729.4766373,729.4766373,729.4766373,729.4766373,729.4766373,729.4766373,729.4766373,729.4766373,None,None,None,,,,,,,,,,718.6090539,718.6090539,None,,726.9472606,729.1577977000001,718.6090539,718.6090539,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_top_M_45', 'blue_top_Z_0', 'blue_right_D_45', 'red_top_K_45']","{'color': 'red_top_K_45', 'position': 'blue_right_D_45', 'orientation': 'blue_top_Z_0'}",orientation,['orientation'],blue_top_Z_0,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,729.4766373,731.5298280000001,,,740.2208915,740.2208915,740.2208915,2,0.4114760000000075,740.6589531,740.6589531,740.6589531,740.6589531,740.6589531,740.6589531,740.6589531,740.6589531,None,None,None,,,,,,,,,,729.4766373,729.4766373,None,,738.1998483,740.2208915,729.4766373,729.4766373,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_bottom_D_45', 'blue_left_Q_45', 'red_left_R_45', 'blue_left_D_0']","{'color': 'red_left_R_45', 'position': 'blue_bottom_D_45', 'orientation': 'blue_left_D_0'}",position,['position'],blue_bottom_D_45,0,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,740.6589531,742.7217105,,,751.4055297,751.4055297,751.4055297,3,5.171832099999975,756.6091186,756.6091186,756.6091186,756.6091186,756.6091186,756.6091186,756.6091186,756.6091186,None,None,None,,,,,,,,,,740.6589531,740.6589531,None,,749.1829802,751.4055297,740.6589531,740.6589531,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_bottom_W_45', 'blue_right_R_45', 'red_right_T_45', 'blue_right_K_0']","{'color': 'red_right_T_45', 'position': 'blue_bottom_W_45', 'orientation': 'blue_right_K_0'}",orientation,['orientation'],blue_right_K_0,3,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,756.6091186,758.6686996,,,767.3440645000001,767.3440645000001,767.3440645000001,4,0.24935140000003742,767.6507156,770.7496331,767.6507156,770.7496331,767.6507156,770.7496331,767.6507156,770.7496331,31.38888888888889,2.220240399999966,space,,,3.029197400000058,,,,,,,756.6091186,756.6091186,None,,765.1338413,767.3440645000001,756.6091186,756.6091186,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_top_P_45', 'red_top_C_45', 'blue_top_W_0', 'blue_right_X_45']","{'color': 'red_top_C_45', 'position': 'blue_right_X_45', 'orientation': 'blue_top_W_0'}",position,"['color', 'orientation', 'position']",blue_right_X_45,3,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,772.0755145,774.1366494,,,783.1972057,783.1972057,783.1972057,4,1.4754487000000296,784.6925098,784.6925098,784.6925098,784.6925098,784.6925098,784.6925098,784.6925098,784.6925098,None,None,None,,,,,,,,,,770.7496331,770.7496331,space,1.3064648000000858,780.9814858,783.1972057,,,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_top_X_45', 'red_top_M_0', 'blue_left_R_0', 'blue_top_C_0']","{'color': 'red_top_M_0', 'position': 'blue_left_R_0', 'orientation': 'blue_top_X_45'}",orientation,"['color', 'orientation', 'position']",blue_top_X_45,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,784.6925098,786.7450804,,,795.4303116,795.4303116,795.4303116,1,0.8831288000000228,796.342397,796.342397,796.342397,796.342397,796.342397,796.342397,796.342397,796.342397,None,None,None,,,,,,,,,,784.6925098,784.6925098,None,,793.2133674,795.4303116,784.6925098,784.6925098,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_top_R_45', 'blue_right_M_45', 'red_right_G_0', 'red_right_B_45']","{'color': 'blue_right_M_45', 'position': 'red_top_R_45', 'orientation': 'red_right_G_0'}",color,"['color', 'orientation', 'position']",blue_right_M_45,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,796.342397,798.3972623,,,807.2765668000001,807.2765668000001,807.2765668000001,2,2.189016700000039,809.4925689,809.4925689,809.4925689,809.4925689,809.4925689,809.4925689,809.4925689,809.4925689,None,None,None,,,,,,,,,,796.342397,796.342397,None,,805.0654837,807.2765668000001,796.342397,796.342397,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_left_R_45', 'red_right_C_0', 'red_left_L_0', 'blue_left_D_0']","{'color': 'blue_left_D_0', 'position': 'red_right_C_0', 'orientation': 'red_left_R_45'}",position,"['color', 'orientation', 'position']",red_right_C_0,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,809.4925689,811.5519568,,,820.2171278000001,820.2171278000001,820.2171278000001,2,1.6951365000000038,821.9426417,821.9426417,821.9426417,821.9426417,821.9426417,821.9426417,821.9426417,821.9426417,None,None,None,,,,,,,,,,809.4925689,809.4925689,None,,818.2030914000001,820.2171278000001,809.4925689,809.4925689,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_right_G_0', 'blue_left_L_0', 'red_right_C_0', 'blue_right_C_45']","{'color': 'red_right_C_0', 'position': 'blue_left_L_0', 'orientation': 'blue_right_C_45'}",color,"['color', 'orientation', 'position']",red_right_C_0,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,821.9426417,824.003915,,,832.6851379,832.6851379,832.6851379,3,1.6116356000000138,834.3259589,834.3259589,834.3259589,834.3259589,834.3259589,834.3259589,834.3259589,834.3259589,None,None,None,,,,,,,,,,821.9426417,821.9426417,None,,830.4636851,832.6851379,821.9426417,821.9426417,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_top_K_45', 'blue_top_L_0', 'red_top_B_0', 'blue_bottom_W_0']","{'color': 'red_top_B_0', 'position': 'blue_bottom_W_0', 'orientation': 'blue_top_K_45'}",position,"['color', 'orientation', 'position']",blue_bottom_W_0,3,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,834.3259589,836.3828808000001,,,845.2612312,845.2612312,845.2612312,4,1.2762497999999738,846.5591559000001,846.5591559000001,846.5591559000001,846.5591559000001,846.5591559000001,846.5591559000001,846.5591559000001,846.5591559000001,None,None,None,,,,,,,,,,834.3259589,834.3259589,None,,843.0515793000001,845.2612312,834.3259589,834.3259589,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_bottom_J_45', 'red_bottom_G_0', 'red_right_M_45', 'blue_bottom_F_45']","{'color': 'blue_bottom_F_45', 'position': 'red_right_M_45', 'orientation': 'red_bottom_G_0'}",orientation,"['color', 'orientation', 'position']",red_bottom_G_0,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,846.5591559000001,848.6164266000001,,,857.2994626,857.2994626,857.2994626,1,2.6697713999999593,859.992957,859.992957,859.992957,859.992957,859.992957,859.992957,859.992957,859.992957,None,None,None,,,,,,,,,,846.5591559000001,846.5591559000001,None,,855.0825059,857.2994626,846.5591559000001,846.5591559000001,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['red_bottom_C_0', 'red_top_R_45', 'red_bottom_Z_45', 'blue_bottom_L_45']","{'color': 'blue_bottom_L_45', 'position': 'red_top_R_45', 'orientation': 'red_bottom_C_0'}",orientation,"['color', 'orientation', 'position']",red_bottom_C_0,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,859.992957,862.0568522,,,870.5567691,870.5567691,870.5567691,1,1.7485671000000735,872.3262798000001,872.3262798000001,872.3262798000001,872.3262798000001,872.3262798000001,872.3262798000001,872.3262798000001,872.3262798000001,None,None,None,,,,,,,,,,859.992957,859.992957,None,,868.5405113,870.5567691,859.992957,859.992957,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['blue_top_R_45', 'red_top_P_0', 'blue_top_B_0', 'blue_left_R_0']","{'color': 'red_top_P_0', 'position': 'blue_left_R_0', 'orientation': 'blue_top_R_45'}",color,"['color', 'orientation', 'position']",red_top_P_0,1,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,2,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,872.3262798000001,874.3856345,,,883.2647605,883.2647605,883.2647605,2,2.151008500000117,885.4681247,888.8596332,885.4681247,888.8596332,885.4681247,888.8596332,885.4681247,888.8596332,70.12345679012346,2.60588939999991,space,,,3.3236242000000544,,,,,,,872.3262798000001,872.3262798000001,None,,881.046211,883.2647605,872.3262798000001,872.3262798000001,,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['R_Head_Z_Back', 'R_Arm_Y_For', 'L_Head_Y_For', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Arm_Y_For', 'movement': 'R_Head_Z_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Arm_Y_For,1,3,robot,2,True,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,2,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,890.2927699,892.3759049,,,907.0637820000001,907.0637820000001,907.0637820000001,3,1.7691053000001062,908.859531,908.859531,908.859531,908.859531,908.859531,908.859531,908.859531,908.859531,None,None,None,,,,,,,,,,888.8596332,888.8596332,space,1.4135910999999766,,,,,903.4355779,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['R_Head_Y_For', 'L_Head_Y_Back', 'L_Head_X_For', 'L_Base_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Head_X_For'}",movement,"['laterality', 'localisation', 'movement']",L_Head_X_For,2,3,robot,2,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Head_X_For.mp4,2,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,908.859531,910.9302126000001,,,925.5869592,925.5869592,925.5869592,4,1.582182200000048,927.1926463000001,927.1926463000001,927.1926463000001,927.1926463000001,927.1926463000001,927.1926463000001,927.1926463000001,927.1926463000001,None,None,None,,,,,,,,,,908.859531,908.859531,None,,,,908.859531,908.859531,922.0518486,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['L_Torso_Y_Back', 'R_Head_Y_Back', 'R_Torso_X_For', 'R_Torso_Y_Back']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Torso_X_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_X_For,2,3,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,2,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,927.1926463000001,929.2665507,,,943.9114742,943.9114742,943.9114742,3,1.384831299999874,945.3261355999999,945.3261355999999,945.3261355999999,945.3261355999999,945.3261355999999,945.3261355999999,945.3261355999999,945.3261355999999,None,None,None,,,,,,,,,,927.1926463000001,927.1926463000001,None,,,,927.1926463000001,927.1926463000001,940.2787924,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['L_Arm_Y_Back', 'L_Torso_Y_Back', 'L_Arm_X_Back', 'R_Arm_Y_Back']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Arm_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_Y_Back,1,3,robot,2,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,2,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,945.3261355999999,947.4006476999999,,,962.0712986,962.0712986,962.0712986,1,0.4005288999999408,962.4929178000001,962.4929178000001,962.4929178000001,962.4929178000001,962.4929178000001,962.4929178000001,962.4929178000001,962.4929178000001,None,None,None,,,,,,,,,,945.3261355999999,945.3261355999999,None,,,,945.3261355999999,945.3261355999999,958.4336208999999,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
"['L_Base_X_Back', 'R_Arm_X_For', 'R_Base_X_Back', 'R_Base_Z_For']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Arm_X_For', 'movement': 'R_Base_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Arm_X_For,1,3,robot,2,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,2,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,962.4929178000001,964.5690593,,,979.3301341,979.3301341,979.3301341,4,16.606206700000044,995.9595287999999,995.9595287999999,995.9595287999999,995.9595287999999,995.9595287999999,995.9595287999999,995.9595287999999,995.9595287999999,None,None,None,,,,,,,,,,962.4929178000001,962.4929178000001,None,,,,962.4929178000001,962.4929178000001,975.6874809,2,001,2024-07-05_10h21.00.613,robot_cogshifting_sign,2022.2.5,59.99214102952281,
