sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['L_Base_Y_Back', 'R_Base_Y_For', 'R_Head_Y_For', 'R_Base_X_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_X_Back'}",movement,['movement'],R_Base_X_Back,3,1,robot,1,False,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,15,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,546.9426303002983,,,563.7757767001167,563.7757767001167,563.7757767001167,4,0.5540843000635505,564.3602484003641,564.3602484003641,564.3602484003641,564.3602484003641,564.3602484003641,564.3602484003641,564.3602484003641,564.3602484003641,None,None,None,,,,549.0301288003102,,,,,,,,546.9426303002983,546.9426303002983,None,,560.1352955000475,546.9426303002983,546.9426303002983,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_Z_Back', 'L_Arm_X_Back', 'R_Base_X_Back', 'R_Arm_X_For']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Base_X_Back', 'movement': 'R_Arm_Z_Back'}",movement,['movement'],R_Arm_Z_Back,0,1,robot,1,False,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,15,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,564.3602484003641,,,581.2435174002312,581.2435174002312,581.2435174002312,4,2.5031829001381993,583.7651215000078,583.7651215000078,583.7651215000078,583.7651215000078,583.7651215000078,583.7651215000078,583.7651215000078,583.7651215000078,None,None,None,,,,566.4477730002254,,,,,,,,564.3602484003641,564.3602484003641,None,,577.6030403999612,564.3602484003641,564.3602484003641,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Torso_Z_Back', 'R_Torso_Z_Back', 'L_Arm_Z_For', 'L_Torso_Y_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Torso_Y_Back'}",localisation,['localisation'],L_Arm_Z_For,2,1,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,15,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,583.7651215000078,,,600.39786919998,600.39786919998,600.39786919998,3,1.979131099767983,602.4018195001408,602.4018195001408,602.4018195001408,602.4018195001408,602.4018195001408,602.4018195001408,602.4018195001408,602.4018195001408,None,None,None,,,,585.8525944002904,,,,,,,,583.7651215000078,583.7651215000078,None,,596.8910062001087,583.7651215000078,583.7651215000078,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Torso_Z_Back', 'R_Torso_Y_For', 'L_Head_Y_For', 'L_Torso_Y_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Torso_Z_Back'}",localisation,['localisation'],L_Head_Y_For,2,1,robot,1,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,15,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,602.4018195001408,,,619.1514560002834,619.1514560002834,619.1514560002834,3,3.9221775997430086,623.0925402999856,623.0925402999856,623.0925402999856,623.0925402999856,623.0925402999856,623.0925402999856,623.0925402999856,623.0925402999856,None,None,None,,,,604.4892617999576,,,,,,,,602.4018195001408,602.4018195001408,None,,615.5109944003634,602.4018195001408,602.4018195001408,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Torso_Y_For', 'R_Head_Z_For', 'R_Head_Y_For', 'L_Head_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_Z_For'}",movement,['movement'],R_Head_Z_For,1,1,robot,1,False,True,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,15,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,623.0925402999856,,,639.9757354999892,639.9757354999892,639.9757354999892,2,0.9931931002065539,641.0278716003522,643.8166450001299,641.0278716003522,643.8166450001299,641.0278716003522,643.8166450001299,641.0278716003522,643.8166450001299,46.904761904761905,2.4309040000662208,space,,,,625.1799864000641,2.717676400206983,,,,,,,623.0925402999856,623.0925402999856,None,,636.3352882000618,623.0925402999856,623.0925402999856,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Head_Z_Back', 'L_Base_Z_Back', 'L_Base_X_Back', 'R_Base_Z_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Base_X_Back'}",laterality,"['laterality', 'movement']",R_Base_Z_Back,3,2,robot,1,True,False,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,15,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,645.8206404000521,,,662.5704668001272,662.5704668001272,662.5704668001272,4,3.182663000188768,665.7765498999506,665.7765498999506,665.7765498999506,665.7765498999506,665.7765498999506,665.7765498999506,665.7765498999506,665.7765498999506,None,None,None,,,,,,,,,,,,643.8166450001299,643.8166450001299,space,1.9843573002144694,659.0299427001737,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_X_Back', 'L_Arm_X_For', 'L_Head_X_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Head_X_For', 'movement': 'L_Arm_Y_For'}",movement,"['localisation', 'movement']",L_Arm_Y_For,3,2,robot,1,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,15,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,665.7765498999506,,,682.5930042001419,682.5930042001419,682.5930042001419,4,3.592713300138712,686.2168129002675,686.2168129002675,686.2168129002675,686.2168129002675,686.2168129002675,686.2168129002675,686.2168129002675,686.2168129002675,None,None,None,,,,667.8640133002773,,,,,,,,665.7765498999506,665.7765498999506,None,,678.9525387003087,665.7765498999506,665.7765498999506,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Base_X_Back', 'L_Base_X_For', 'R_Arm_X_For', 'R_Base_Z_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Arm_X_For', 'movement': 'R_Base_Z_For'}",laterality,"['laterality', 'localisation']",L_Base_X_For,1,2,robot,1,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4']",robot_stimuli\L_Base_X_For.mp4,15,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,686.2168129002675,,,703.0666388999671,703.0666388999671,703.0666388999671,2,0.8866221001371741,703.9850925002247,703.9850925002247,703.9850925002247,703.9850925002247,703.9850925002247,703.9850925002247,703.9850925002247,703.9850925002247,None,None,None,,,,688.30427339999,,,,,,,,686.2168129002675,686.2168129002675,None,,699.4262191001326,686.2168129002675,686.2168129002675,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_X_For', 'R_Head_X_Back', 'R_Arm_Z_For', 'L_Arm_X_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Head_X_Back', 'movement': 'R_Arm_Z_For'}",movement,"['laterality', 'movement']",R_Arm_Z_For,2,2,robot,1,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,15,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,703.9850925002247,,,720.9017190001905,720.9017190001905,720.9017190001905,3,1.283817999996245,722.2043053000234,722.2043053000234,722.2043053000234,722.2043053000234,722.2043053000234,722.2043053000234,722.2043053000234,722.2043053000234,None,None,None,,,,706.0892737000249,,,,,,,,703.9850925002247,703.9850925002247,None,,717.261255200021,703.9850925002247,703.9850925002247,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Base_Y_Back', 'L_Torso_Y_Back', 'L_Torso_X_For', 'R_Torso_Y_Back']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Torso_X_For'}",localisation,"['localisation', 'movement']",L_Base_Y_Back,0,2,robot,1,False,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,15,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,722.2043053000234,,,738.887158700265,738.887158700265,738.887158700265,1,2.6340172002092004,741.5423747999594,741.5423747999594,741.5423747999594,741.5423747999594,741.5423747999594,741.5423747999594,741.5423747999594,741.5423747999594,None,None,None,,,,724.2917754002847,,,,,,,,722.2043053000234,722.2043053000234,None,,735.2633322002366,722.2043053000234,722.2043053000234,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Base_Y_For', 'L_Base_X_Back', 'L_Base_Y_Back', 'L_Head_Y_For']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Base_X_Back'}",laterality,"['laterality', 'movement']",R_Base_Y_For,0,2,robot,1,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,15,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,741.5423747999594,,,758.3421102003194,758.3421102003194,758.3421102003194,1,1.0596797000616789,759.4275619001128,759.4275619001128,759.4275619001128,759.4275619001128,759.4275619001128,759.4275619001128,759.4275619001128,759.4275619001128,None,None,None,,,,743.6298695001751,,,,,,,,741.5423747999594,741.5423747999594,None,,754.6849345001392,741.5423747999594,741.5423747999594,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Torso_X_Back', 'L_Head_Y_Back', 'L_Head_X_Back', 'R_Head_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Head_Y_Back'}",movement,"['localisation', 'movement']",L_Head_Y_Back,1,2,robot,1,False,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,15,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,759.4275619001128,,,776.3108393000439,776.3108393000439,776.3108393000439,2,1.2901041000150144,777.6300922003575,777.6300922003575,777.6300922003575,777.6300922003575,777.6300922003575,777.6300922003575,777.6300922003575,777.6300922003575,None,None,None,,,,761.5150776002556,,,,,,,,759.4275619001128,759.4275619001128,None,,772.6870563002303,759.4275619001128,759.4275619001128,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Arm_Y_For', 'R_Arm_X_For', 'L_Base_X_For', 'L_Arm_X_Back']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Arm_Y_For'}",localisation,"['laterality', 'localisation']",L_Base_X_For,2,2,robot,1,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,15,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,777.6300922003575,,,794.463212300092,794.463212300092,794.463212300092,3,1.794355799909681,796.2834837003611,796.2834837003611,796.2834837003611,796.2834837003611,796.2834837003611,796.2834837003611,796.2834837003611,796.2834837003611,None,None,None,,,,779.7175302999094,,,,,,,,777.6300922003575,777.6300922003575,None,,790.8060385002755,777.6300922003575,777.6300922003575,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Torso_X_Back', 'R_Base_X_For', 'L_Base_Z_Back', 'L_Base_X_Back']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Base_Z_Back'}",localisation,"['laterality', 'localisation']",L_Torso_X_Back,0,2,robot,1,False,True,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,15,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,796.2834837003611,,,813.0498001999222,813.0498001999222,813.0498001999222,1,2.0950977001339197,815.2040298003703,818.2600595001131,815.2040298003703,818.2600595001131,815.2040298003703,818.2600595001131,815.2040298003703,818.2600595001131,65.31746031746032,2.096831100061536,space,,,,798.3709289999679,2.981769699603319,,,,,,,796.2834837003611,796.2834837003611,None,,809.4260992999189,796.2834837003611,796.2834837003611,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Base_X_For', 'L_Torso_Y_Back', 'R_Base_Y_For', 'L_Base_Y_For']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Base_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_Y_For,2,3,robot,1,True,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,15,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,820.2139141000807,,,836.8132414999418,836.8132414999418,836.8132414999418,3,1.8924527997151017,838.7337067001499,838.7337067001499,838.7337067001499,838.7337067001499,838.7337067001499,838.7337067001499,838.7337067001499,838.7337067001499,None,None,None,,,,,,,,,,,,818.2600595001131,818.2600595001131,space,1.9253278002142906,833.2729571000673,,,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_Y_Back', 'R_Arm_X_Back', 'R_Torso_Y_Back', 'L_Arm_Y_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Arm_X_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Arm_X_Back,1,3,robot,1,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,15,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,838.7337067001499,,,855.633637000341,855.633637000341,855.633637000341,2,2.527880599722266,858.1886444003321,858.1886444003321,858.1886444003321,858.1886444003321,858.1886444003321,858.1886444003321,858.1886444003321,858.1886444003321,None,None,None,,,,840.821176300291,,,,,,,,838.7337067001499,838.7337067001499,None,,851.9764694999903,838.7337067001499,838.7337067001499,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Arm_X_Back', 'L_Torso_X_Back', 'R_Torso_X_For', 'R_Torso_Z_For']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Torso_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Arm_X_Back,0,3,robot,1,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Arm_X_Back.mp4,15,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,858.1886444003321,,,875.0556761003099,875.0556761003099,875.0556761003099,1,5.489643199834973,880.5660538999364,880.5660538999364,880.5660538999364,880.5660538999364,880.5660538999364,880.5660538999364,880.5660538999364,880.5660538999364,None,None,None,,,,860.2761091003194,,,,,,,,858.1886444003321,858.1886444003321,None,,871.4314136002213,858.1886444003321,858.1886444003321,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Torso_X_Back', 'R_Torso_Y_Back', 'L_Torso_X_For', 'R_Head_X_Back']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Head_X_Back', 'movement': 'R_Torso_Y_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Torso_X_For,2,3,robot,1,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Torso_X_For.mp4,15,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,880.5660538999364,,,897.449286099989,897.449286099989,897.449286099989,3,1.8480968996882439,899.3196529000998,899.3196529000998,899.3196529000998,899.3196529000998,899.3196529000998,899.3196529000998,899.3196529000998,899.3196529000998,None,None,None,,,,882.653479100205,,,,,,,,880.5660538999364,880.5660538999364,None,,893.8087889002636,880.5660538999364,880.5660538999364,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Base_Y_For', 'R_Torso_X_Back', 'R_Base_X_Back', 'L_Base_X_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Base_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Base_X_Back,3,3,robot,1,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,15,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,899.3196529000998,,,916.1861669002101,916.1861669002101,916.1861669002101,4,3.8953586001880467,920.1105634002015,920.1105634002015,920.1105634002015,920.1105634002015,920.1105634002015,920.1105634002015,920.1105634002015,920.1105634002015,None,None,None,,,,901.4070816002786,,,,,,,,899.3196529000998,899.3196529000998,None,,912.579084600322,899.3196529000998,899.3196529000998,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Head_X_Back', 'R_Head_X_For', 'R_Arm_X_Back', 'R_Head_Y_Back']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Head_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Head_Y_Back,3,3,robot,1,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,15,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,920.1105634002015,,,937.0106025999412,937.0106025999412,937.0106025999412,4,5.231094399932772,942.2708898000419,942.2708898000419,942.2708898000419,942.2708898000419,942.2708898000419,942.2708898000419,942.2708898000419,942.2708898000419,None,None,None,,,,922.1980540999211,,,,,,,,920.1105634002015,920.1105634002015,None,,933.3700338001363,920.1105634002015,920.1105634002015,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Torso_X_For', 'L_Head_Y_Back', 'L_Torso_Y_Back', 'R_Torso_Y_For']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Torso_X_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_Y_Back,1,3,robot,1,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Head_Y_Back.mp4,15,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,942.2708898000419,,,959.0538957002573,959.0538957002573,959.0538957002573,4,5.539512500166893,964.6148419003002,964.6148419003002,964.6148419003002,964.6148419003002,964.6148419003002,964.6148419003002,964.6148419003002,964.6148419003002,None,None,None,,,,944.3583395001478,,,,,,,,942.2708898000419,942.2708898000419,None,,955.4300926001742,942.2708898000419,942.2708898000419,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['L_Torso_X_Back', 'R_Base_X_For', 'R_Torso_Y_For', 'R_Torso_X_Back']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Base_X_For', 'movement': 'R_Torso_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Y_For,2,3,robot,1,False,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,15,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,964.6148419003002,,,981.431255100295,981.431255100295,981.431255100295,3,1.8502799002453685,983.3016385999508,983.3016385999508,983.3016385999508,983.3016385999508,983.3016385999508,983.3016385999508,983.3016385999508,983.3016385999508,None,None,None,,,,966.7023004000075,,,,,,,,964.6148419003002,964.6148419003002,None,,977.790799499955,964.6148419003002,964.6148419003002,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['R_Head_X_For', 'L_Base_X_For', 'R_Base_Z_For', 'R_Base_X_Back']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Head_X_For', 'movement': 'R_Base_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Head_X_For,0,3,robot,1,False,True,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Head_X_For.mp4,15,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,983.3016385999508,,,1000.1180398003198,1000.1180398003198,1000.1180398003198,1,5.18704229965806,1005.3616923000664,1009.7369968001731,1005.3616923000664,1009.7369968001731,1005.3616923000664,1009.7369968001731,1005.3616923000664,1009.7369968001731,79.92063492063492,3.7835850003175437,space,,,,985.3890897003002,4.319710400421172,,,,,,,983.3016385999508,983.3016385999508,None,,996.4775719000027,983.3016385999508,983.3016385999508,,,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
"['blue_top_Q_45', 'blue_right_B_45', 'red_right_B_45', 'blue_right_R_0']","{'color': 'red_right_B_45', 'position': 'blue_top_Q_45', 'orientation': 'blue_right_R_0'}",position,"['color', 'orientation', 'position']",blue_top_Q_45,0,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,15,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,1016.5504046999849,,,1027.2881975001656,1027.2881975001656,1027.2881975001656,1,2.2731968997977674,1029.5927483001724,1029.5927483001724,1029.5927483001724,1029.5927483001724,1029.5927483001724,1029.5927483001724,1029.5927483001724,1029.5927483001724,None,None,None,,,,,,,,,,,,1009.7369968001731,1009.7369968001731,space,6.78409649990499,,,,1025.06731329998,1027.2881975001656,15,001,2024-09-09_15h54.46.895,robot_cogshifting_sign,2022.2.5,59.87418051244051,
