sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_left_J_45', 'red_left_H_45', 'blue_left_W_0', 'blue_bottom_Z_45']","{'color': 'red_left_H_45', 'position': 'blue_bottom_Z_45', 'orientation': 'blue_left_W_0'}",color,"['color', 'position']",red_left_H_45,1,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,550.7612614999525,,,561.2986412998289,561.2986412998289,561.2986412998289,2,1.2068026000633836,562.5344161000103,562.5344161000103,562.5344161000103,562.5344161000103,562.5344161000103,562.5344161000103,562.5344161000103,562.5344161000103,None,None,None,,,,552.8321634996682,,,,,,,,550.7612614999525,550.7612614999525,None,,559.2780927000567,561.2986412998289,550.7612614999525,550.7612614999525,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_right_V_45', 'red_right_J_45', 'red_right_F_0', 'red_bottom_L_45']","{'color': 'blue_right_V_45', 'position': 'red_bottom_L_45', 'orientation': 'red_right_F_0'}",orientation,"['orientation', 'position']",red_right_F_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,562.5344161000103,,,573.0885811997578,573.0885811997578,573.0885811997578,3,1.4878591001033783,574.6081705000252,574.6081705000252,574.6081705000252,574.6081705000252,574.6081705000252,574.6081705000252,574.6081705000252,574.6081705000252,None,None,None,,,,564.605209399946,,,,,,,,562.5344161000103,562.5344161000103,None,,571.0513569000177,573.0885811997578,562.5344161000103,562.5344161000103,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_top_D_45', 'blue_bottom_H_45', 'red_bottom_F_45', 'red_bottom_T_0']","{'color': 'blue_bottom_H_45', 'position': 'red_top_D_45', 'orientation': 'red_bottom_T_0'}",orientation,"['orientation', 'position']",red_bottom_T_0,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,574.6081705000252,,,585.3460092996247,585.3460092996247,585.3460092996247,4,2.0386216999031603,587.4167301999405,587.4167301999405,587.4167301999405,587.4167301999405,587.4167301999405,587.4167301999405,587.4167301999405,587.4167301999405,None,None,None,,,,576.67896499997,,,,,,,,574.6081705000252,574.6081705000252,None,,583.3253853996284,585.3460092996247,574.6081705000252,574.6081705000252,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_right_W_0', 'red_right_Z_45', 'red_top_H_0', 'red_right_Z_0']","{'color': 'blue_right_W_0', 'position': 'red_top_H_0', 'orientation': 'red_right_Z_45'}",position,"['color', 'position']",red_top_H_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,587.4167301999405,,,598.3716195998713,598.3716195998713,598.3716195998713,3,1.2371036997064948,599.640798300039,599.640798300039,599.640798300039,599.640798300039,599.640798300039,599.640798300039,599.640798300039,599.640798300039,None,None,None,,,,589.4874946000054,,,,,,,,587.4167301999405,587.4167301999405,None,,596.1506527997553,598.3716195998713,587.4167301999405,587.4167301999405,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_bottom_N_0', 'blue_bottom_B_0', 'red_bottom_C_45', 'red_right_D_0']","{'color': 'blue_bottom_B_0', 'position': 'red_right_D_0', 'orientation': 'red_bottom_C_45'}",orientation,"['orientation', 'position']",red_bottom_C_45,2,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,599.640798300039,,,610.5956826000474,610.5956826000474,610.5956826000474,3,2.1015098998323083,612.7499388996512,616.5072971996851,612.7499388996512,616.5072971996851,612.7499388996512,616.5072971996851,612.7499388996512,616.5072971996851,9.603174603174605,2.931961899623275,space,,,,601.7115922998637,3.6912117996253073,,,,,,,599.640798300039,599.640798300039,None,,608.3747457000427,610.5956826000474,599.640798300039,599.640798300039,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_left_P_45', 'red_left_H_0', 'red_bottom_J_45', 'red_left_H_45']","{'color': 'blue_left_P_45', 'position': 'red_bottom_J_45', 'orientation': 'red_left_H_0'}",position,"['color', 'orientation', 'position']",red_bottom_J_45,2,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,618.4945613997988,,,628.8649482000619,628.8649482000619,628.8649482000619,3,1.9442015998065472,630.8355903998017,630.8355903998017,630.8355903998017,630.8355903998017,630.8355903998017,630.8355903998017,630.8355903998017,630.8355903998017,None,None,None,,,,,,,,,,,,616.5072971996851,616.5072971996851,space,1.9654708998277783,626.8277418999933,628.8649482000619,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_right_G_45', 'blue_top_K_45', 'blue_right_V_45', 'blue_right_Q_0']","{'color': 'red_right_G_45', 'position': 'blue_top_K_45', 'orientation': 'blue_right_Q_0'}",position,"['color', 'orientation', 'position']",blue_top_K_45,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,630.8355903998017,,,641.7737460997887,641.7737460997887,641.7737460997887,2,2.562685300130397,644.3621479999274,644.3621479999274,644.3621479999274,644.3621479999274,644.3621479999274,644.3621479999274,644.3621479999274,644.3621479999274,None,None,None,,,,632.9063255996443,,,,,,,,630.8355903998017,630.8355903998017,None,,639.5694113997743,641.7737460997887,630.8355903998017,630.8355903998017,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_top_B_45', 'red_bottom_S_45', 'red_top_V_0', 'blue_top_B_45']","{'color': 'blue_top_B_45', 'position': 'red_bottom_S_45', 'orientation': 'red_top_V_0'}",orientation,"['color', 'orientation', 'position']",red_top_V_0,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,644.3621479999274,,,655.0999534996226,655.0999534996226,655.0999534996226,3,4.164396500214934,659.2915618997067,659.2915618997067,659.2915618997067,659.2915618997067,659.2915618997067,659.2915618997067,659.2915618997067,659.2915618997067,None,None,None,,,,646.4329544999637,,,,,,,,644.3621479999274,644.3621479999274,None,,653.0793967000209,655.0999534996226,644.3621479999274,644.3621479999274,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_top_X_0', 'red_bottom_P_45', 'blue_bottom_C_0', 'red_bottom_X_0']","{'color': 'blue_bottom_C_0', 'position': 'red_top_X_0', 'orientation': 'red_bottom_P_45'}",orientation,"['color', 'orientation', 'position']",red_bottom_P_45,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,659.2915618997067,,,670.0293732997961,670.0293732997961,670.0293732997961,4,7.115339500363916,677.1767575000413,677.1767575000413,677.1767575000413,677.1767575000413,677.1767575000413,677.1767575000413,677.1767575000413,677.1767575000413,None,None,None,,,,661.3623269996606,,,,,,,,659.2915618997067,659.2915618997067,None,,668.0087178000249,670.0293732997961,659.2915618997067,659.2915618997067,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_bottom_G_0', 'blue_right_K_0', 'red_bottom_W_0', 'blue_bottom_H_45']","{'color': 'red_bottom_W_0', 'position': 'blue_right_K_0', 'orientation': 'blue_bottom_H_45'}",color,"['color', 'orientation', 'position']",red_bottom_W_0,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,677.1767575000413,,,688.1149182999507,688.1149182999507,688.1149182999507,3,1.390879699960351,689.5344129996374,689.5344129996374,689.5344129996374,689.5344129996374,689.5344129996374,689.5344129996374,689.5344129996374,689.5344129996374,None,None,None,,,,679.2475360999815,,,,,,,,677.1767575000413,677.1767575000413,None,,685.8939626999199,688.1149182999507,677.1767575000413,677.1767575000413,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_top_S_45', 'blue_top_V_0', 'blue_left_C_45', 'red_top_T_45']","{'color': 'red_top_T_45', 'position': 'blue_left_C_45', 'orientation': 'blue_top_V_0'}",orientation,"['color', 'orientation', 'position']",blue_top_V_0,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,689.5344129996374,,,700.0885466998443,700.0885466998443,700.0885466998443,2,4.584045699797571,704.6976639996283,704.6976639996283,704.6976639996283,704.6976639996283,704.6976639996283,704.6976639996283,704.6976639996283,704.6976639996283,None,None,None,,,,691.5889168996364,,,,,,,,689.5344129996374,689.5344129996374,None,,698.0512987999246,700.0885466998443,689.5344129996374,689.5344129996374,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_top_C_45', 'blue_left_R_45', 'red_left_K_45', 'blue_left_B_0']","{'color': 'red_left_K_45', 'position': 'blue_top_C_45', 'orientation': 'blue_left_B_0'}",color,"['color', 'orientation', 'position']",red_left_K_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,704.6976639996283,,,715.6358020999469,715.6358020999469,715.6358020999469,3,2.4926950000226498,718.1574291996658,718.1574291996658,718.1574291996658,718.1574291996658,718.1574291996658,718.1574291996658,718.1574291996658,718.1574291996658,None,None,None,,,,706.7684128996916,,,,,,,,704.6976639996283,704.6976639996283,None,,713.6152340997942,715.6358020999469,704.6976639996283,704.6976639996283,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_left_B_45', 'red_bottom_S_45', 'red_bottom_D_0', 'blue_bottom_L_45']","{'color': 'blue_bottom_L_45', 'position': 'red_left_B_45', 'orientation': 'red_bottom_D_0'}",color,"['color', 'orientation', 'position']",blue_bottom_L_45,3,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,718.1574291996658,,,729.0788978999481,729.0788978999481,729.0788978999481,4,1.5771918999962509,730.6820963998325,730.6820963998325,730.6820963998325,730.6820963998325,730.6820963998325,730.6820963998325,730.6820963998325,730.6820963998325,None,None,None,,,,720.2114931996912,,,,,,,,718.1574291996658,718.1574291996658,None,,726.8746008998714,729.0788978999481,718.1574291996658,718.1574291996658,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_right_F_45', 'red_top_B_45', 'red_right_R_45', 'red_right_Z_0']","{'color': 'blue_right_F_45', 'position': 'red_top_B_45', 'orientation': 'red_right_Z_0'}",position,"['color', 'orientation', 'position']",red_top_B_45,1,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,730.6820963998325,,,741.2195028997958,741.2195028997958,741.2195028997958,2,1.9975588000379503,743.2735052998178,748.4837650000118,743.2735052998178,748.4837650000118,743.2735052998178,748.4837650000118,743.2735052998178,748.4837650000118,29.444444444444446,3.583472500089556,space,,,,732.7361280997284,5.151626999955624,,,,,,,730.6820963998325,730.6820963998325,None,,738.9985439996235,741.2195028997958,730.6820963998325,730.6820963998325,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_left_K_0', 'red_left_G_0', 'blue_left_W_45', 'blue_right_D_0']","{'color': 'red_left_G_0', 'position': 'blue_right_D_0', 'orientation': 'blue_left_W_45'}",color,['color'],red_left_G_0,1,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,754.7628126000054,,,765.3336319997907,765.3336319997907,765.3336319997907,2,0.26665200013667345,765.617510699667,765.617510699667,765.617510699667,765.617510699667,765.617510699667,765.617510699667,765.617510699667,765.617510699667,None,None,None,,,,,,,,,,,,748.4837650000118,748.4837650000118,space,6.260483900085092,763.3133894996718,765.3336319997907,,,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['blue_top_G_0', 'red_top_B_45', 'blue_top_X_45', 'blue_left_B_45']","{'color': 'red_top_B_45', 'position': 'blue_left_B_45', 'orientation': 'blue_top_G_0'}",color,['color'],red_top_B_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,765.617510699667,,,776.1549120000564,776.1549120000564,776.1549120000564,2,0.3498312998563051,776.5223174998537,776.5223174998537,776.5223174998537,776.5223174998537,776.5223174998537,776.5223174998537,776.5223174998537,776.5223174998537,None,None,None,,,,767.688323199749,,,,,,,,765.617510699667,765.617510699667,None,,774.1344011998735,776.1549120000564,765.617510699667,765.617510699667,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_right_F_45', 'red_right_C_0', 'blue_right_K_45', 'red_top_J_45']","{'color': 'blue_right_K_45', 'position': 'red_top_J_45', 'orientation': 'red_right_C_0'}",position,['position'],red_top_J_45,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,776.5223174998537,,,787.2768093999475,787.2768093999475,787.2768093999475,4,0.29933169996365905,787.5941051999107,787.5941051999107,787.5941051999107,787.5941051999107,787.5941051999107,787.5941051999107,787.5941051999107,787.5941051999107,None,None,None,,,,778.5770938997157,,,,,,,,776.5223174998537,776.5223174998537,None,,785.0558322998695,787.2768093999475,776.5223174998537,776.5223174998537,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_right_J_0', 'blue_left_Q_0', 'red_left_H_0', 'red_left_M_45']","{'color': 'blue_left_Q_0', 'position': 'red_right_J_0', 'orientation': 'red_left_M_45'}",orientation,['orientation'],red_left_M_45,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,787.5941051999107,,,798.1482126996852,798.1482126996852,798.1482126996852,4,0.508103699889034,798.6825796999037,798.6825796999037,798.6825796999037,798.6825796999037,798.6825796999037,798.6825796999037,798.6825796999037,798.6825796999037,None,None,None,,,,789.6648583998904,,,,,,,,787.5941051999107,787.5941051999107,None,,796.1276560998522,798.1482126996852,787.5941051999107,787.5941051999107,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_left_M_0', 'red_top_J_45', 'red_left_J_45', 'blue_left_X_45']","{'color': 'blue_left_X_45', 'position': 'red_top_J_45', 'orientation': 'red_left_M_0'}",position,['position'],red_top_J_45,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,798.6825796999037,,,809.0196115998551,809.0196115998551,809.0196115998551,2,0.3736772001720965,809.4203817998059,809.4203817998059,809.4203817998059,809.4203817998059,809.4203817998059,809.4203817998059,809.4203817998059,809.4203817998059,None,None,None,,,,800.7368327998556,,,,,,,,798.6825796999037,798.6825796999037,None,,806.9991795998067,809.0196115998551,798.6825796999037,798.6825796999037,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_bottom_M_45', 'blue_bottom_X_45', 'blue_bottom_T_0', 'blue_left_G_45']","{'color': 'red_bottom_M_45', 'position': 'blue_left_G_45', 'orientation': 'blue_bottom_T_0'}",orientation,['orientation'],blue_bottom_T_0,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,809.4203817998059,,,820.1749129998498,820.1749129998498,820.1749129998498,3,0.297813699580729,820.4921969999559,820.4921969999559,820.4921969999559,820.4921969999559,820.4921969999559,820.4921969999559,820.4921969999559,820.4921969999559,None,None,None,,,,811.4911376000382,,,,,,,,809.4203817998059,809.4203817998059,None,,817.953950099647,820.1749129998498,809.4203817998059,809.4203817998059,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_top_K_45', 'blue_top_Z_0', 'blue_top_Q_45', 'blue_right_Q_45']","{'color': 'red_top_K_45', 'position': 'blue_right_Q_45', 'orientation': 'blue_top_Z_0'}",orientation,['orientation'],blue_top_Z_0,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,820.4921969999559,,,831.2132814000361,831.2132814000361,831.2132814000361,2,0.25903169997036457,831.4974203999154,831.4974203999154,831.4974203999154,831.4974203999154,831.4974203999154,831.4974203999154,831.4974203999154,831.4974203999154,None,None,None,,,,822.5629936996847,,,,,,,,820.4921969999559,820.4921969999559,None,,829.0090537997894,831.2132814000361,820.4921969999559,820.4921969999559,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_bottom_K_0', 'blue_right_R_0', 'blue_bottom_R_45', 'blue_bottom_Z_0']","{'color': 'red_bottom_K_0', 'position': 'blue_right_R_0', 'orientation': 'blue_bottom_R_45'}",position,['position'],blue_right_R_0,1,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,831.4974203999154,,,842.6524895997718,842.6524895997718,842.6524895997718,2,0.2920623002573848,842.9698045998812,842.9698045998812,842.9698045998812,842.9698045998812,842.9698045998812,842.9698045998812,842.9698045998812,842.9698045998812,None,None,None,,,,833.5679295998998,,,,,,,,831.4974203999154,831.4974203999154,None,,840.4315098999068,842.6524895997718,831.4974203999154,831.4974203999154,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['red_left_F_45', 'blue_bottom_N_45', 'blue_left_Z_0', 'blue_left_Q_45']","{'color': 'red_left_F_45', 'position': 'blue_bottom_N_45', 'orientation': 'blue_left_Z_0'}",color,['color'],red_left_F_45,0,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,14,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,842.9698045998812,,,853.9080312997103,853.9080312997103,853.9080312997103,1,0.25215560011565685,854.2252487000078,858.4836279996671,854.2252487000078,858.4836279996671,854.2252487000078,858.4836279996671,854.2252487000078,858.4836279996671,6.428571428571431,3.0989178000018,space,,,,845.0405541998334,4.183581600431353,,,,,,,842.9698045998812,842.9698045998812,None,,851.686979399994,853.9080312997103,842.9698045998812,842.9698045998812,,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Base_X_For', 'R_Arm_X_For', 'L_Base_X_For', 'R_Base_Z_Back']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Arm_X_For', 'movement': 'R_Base_Z_Back'}",laterality,"['laterality', 'localisation']",L_Base_X_For,2,2,robot,2,True,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,14,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,862.4581587999128,,,879.0908625996672,879.0908625996672,879.0908625996672,3,1.941209599841386,881.061396099627,881.061396099627,881.061396099627,881.061396099627,881.061396099627,881.061396099627,881.061396099627,881.061396099627,None,None,None,,,,,,,,,,,,858.4836279996671,858.4836279996671,space,3.949482399970293,,,,,875.5506095997989,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['L_Torso_Y_Back', 'R_Torso_Z_Back', 'R_Arm_Y_Back', 'R_Torso_Y_For']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Torso_Z_Back'}",localisation,"['localisation', 'movement']",R_Arm_Y_Back,2,2,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,14,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,881.061396099627,,,897.827739099972,897.827739099972,897.827739099972,3,5.077771699987352,902.9377679997124,902.9377679997124,902.9377679997124,902.9377679997124,902.9377679997124,902.9377679997124,902.9377679997124,902.9377679997124,None,None,None,,,,883.1488818000071,,,,,,,,881.061396099627,881.061396099627,None,,,,881.061396099627,881.061396099627,894.1706011998467,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
"['R_Torso_X_Back', 'R_Arm_X_For', 'L_Arm_X_Back', 'R_Arm_Z_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Arm_Z_Back'}",movement,"['laterality', 'movement']",R_Arm_Z_Back,3,2,robot,2,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,14,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,902.9377679997124,,,919.8377350000665,919.8377350000665,919.8377350000665,4,1.9142475998960435,921.7748884996399,921.7748884996399,921.7748884996399,921.7748884996399,921.7748884996399,921.7748884996399,921.7748884996399,921.7748884996399,None,None,None,,,,905.0252612000331,,,,,,,,902.9377679997124,902.9377679997124,None,,,,902.9377679997124,902.9377679997124,916.1805814998224,14,001,2024-09-09_13h19.26.281,robot_cogshifting_sign,2022.2.5,59.875901168450234,
