sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,key.rt,block_intro_text.stopped,block_intro_key.stopped,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
W,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,175,175,175,,,,,,,,,,,,,2159.2589852,2160.3196274,,,,,,,2162.3527105000003,2162.3527105000003,2162.3527105000003,2162.3527105000003,2162.3527105000003,2162.3527105000003,2162.3527105000003,2162.3527105000003,None,None,None,,,,,,,,,,,2159.2589852,2159.2589852,None,,,2160.3196274,n,1.1007256999997423,2159.2589852,2159.2589852,2160.3196274,2162.3527105000003,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
W,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,176,176,176,,,,,,,,,,,,,2162.3527105000003,2163.4140873,,,,,,,2165.6463985,2165.6463985,2165.6463985,2165.6463985,2165.6463985,2165.6463985,2165.6463985,2165.6463985,None,None,None,,,,,,,,,,,2162.3527105000003,2162.3527105000003,None,,,2163.4140873,n,1.2709924000001536,2162.3527105000003,2162.3527105000003,2163.4140873,2165.6463985,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
V,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,177,177,177,,,,,,,,,,,,,2165.6463985,2166.6985999,,,,,,,2168.9324487,2168.9324487,2168.9324487,2168.9324487,2168.9324487,2168.9324487,2168.9324487,2168.9324487,None,None,None,,,,,,,,,,,2165.6463985,2165.6463985,None,,,2166.6985999,n,1.435304799999443,2165.6463985,2165.6463985,2166.6985999,2168.9324487,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
S,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,178,178,178,,,,,,,,,,,,,2168.9324487,2170.0000046,,,,,,,2172.227453,2172.227453,2172.227453,2172.227453,2172.227453,2172.227453,2172.227453,2172.227453,None,None,None,,,,,,,,,,,2168.9324487,2168.9324487,None,,,2170.0000046,n,0.9737229999996941,2168.9324487,2168.9324487,2170.0000046,2172.227453,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
J,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,179,179,179,,,,,,,,,,,,,2172.227453,2173.2826041000003,,,,,,,2175.5104826,2175.5104826,2175.5104826,2175.5104826,2175.5104826,2175.5104826,2175.5104826,2175.5104826,None,None,None,,,,,,,,,,,2172.227453,2172.227453,None,,,2173.2826041000003,n,0.619604399999929,2172.227453,2172.227453,2173.2826041000003,2175.5104826,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
Z,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,180,180,180,,,,,,,,,,,,,2175.5104826,2176.5712624000003,,,,,,,2178.6019677,2178.6019677,2178.6019677,2178.6019677,2178.6019677,2178.6019677,2178.6019677,2178.6019677,None,None,None,,,,,,,,,,,2175.5104826,2175.5104826,None,,,2176.5712624000003,n,0.6505479999997021,2175.5104826,2175.5104826,2176.5712624000003,2178.6019677,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
K,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,181,181,181,,,,,,,,,,,,,2178.6019677,2179.6663879000002,,,,,,,2181.8919107,2181.8919107,2181.8919107,2181.8919107,2181.8919107,2181.8919107,2181.8919107,2181.8919107,None,None,None,,,,,,,,,,,2178.6019677,2178.6019677,None,,,2179.6663879000002,n,1.122526499999907,2178.6019677,2178.6019677,2179.6663879000002,2181.8919107,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
N,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,182,182,182,,,,,,,,,,,,,2181.8919107,2182.9505746,,,,,,,2184.9842101,2184.9842101,2184.9842101,2184.9842101,2184.9842101,2184.9842101,2184.9842101,2184.9842101,None,None,None,,,,,,,,,,,2181.8919107,2181.8919107,None,,,2182.9505746,n,0.974788699999948,2181.8919107,2181.8919107,2182.9505746,2184.9842101,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
Z,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,183,183,183,,,,,,,,,,,,,2184.9842101,2186.0493201,,,,,,,2188.2742118,2188.2742118,2188.2742118,2188.2742118,2188.2742118,2188.2742118,2188.2742118,2188.2742118,None,None,None,,,,,,,,,,,2184.9842101,2184.9842101,None,,,2186.0493201,c,1.3402744000000837,2184.9842101,2184.9842101,2186.0493201,2188.2742118,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,184,184,184,,,,,,,,,,,,,2188.2742118,2189.3326821,,,,,,,2191.5647294,2191.5647294,2191.5647294,2191.5647294,2191.5647294,2191.5647294,2191.5647294,2191.5647294,None,None,None,,,,,,,,,,,2188.2742118,2188.2742118,None,,,2189.3326821,n,1.0573661000003938,2188.2742118,2188.2742118,2189.3326821,2191.5647294,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
P,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,185,185,185,,,,,,,,,,,,,2191.5647294,,,,,,,,2194.6606466000003,2194.6606466000003,2194.6606466000003,2194.6606466000003,2194.6606466000003,2194.6606466000003,2194.6606466000003,2194.6606466000003,None,None,None,,,,,,,,,,,2191.5647294,2191.5647294,None,,,2192.6340814,n,1.2902363000003731,2191.5647294,2191.5647294,2192.6340814,2194.6606466000003,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
Z,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,186,186,186,,,,,,,,,,,,,2194.6606466000003,2195.7171862,,,,,,,2197.7466538,2197.7466538,2197.7466538,2197.7466538,2197.7466538,2197.7466538,2197.7466538,2197.7466538,None,None,None,,,,,,,,,,,2194.6606466000003,2194.6606466000003,None,,,2195.7171862,c,1.5844697000003123,2194.6606466000003,2194.6606466000003,2195.7171862,2197.7466538,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
Z,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,187,187,187,,,,,,,,,,,,,2197.7466538,,,,,,,,2201.0414113,2201.0414113,2201.0414113,2201.0414113,2201.0414113,2201.0414113,2201.0414113,2201.0414113,None,None,None,,,,,,,,,,,2197.7466538,2197.7466538,None,,,2198.8136090000003,n,1.0241514000000222,2197.7466538,2197.7466538,2198.8136090000003,2201.0414113,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
H,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,188,188,188,,,,,,,,,,,,,2201.0414113,2202.1011337,,,,,,,2204.3288942,2204.3288942,2204.3288942,2204.3288942,2204.3288942,2204.3288942,2204.3288942,2204.3288942,None,None,None,,,,,,,,,,,2201.0414113,2201.0414113,None,,,2202.1011337,n,1.255831899999606,2201.0414113,2201.0414113,2202.1011337,2204.3288942,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
N,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,189,189,189,,,,,,,,,,,,,2204.3288942,2205.3836553,,,,,,,2207.4073584000002,2207.4073584000002,2207.4073584000002,2207.4073584000002,2207.4073584000002,2207.4073584000002,2207.4073584000002,2207.4073584000002,None,None,None,,,,,,,,,,,2204.3288942,2204.3288942,None,,,2205.3836553,n,0.8780247000000543,2204.3288942,2204.3288942,2205.3836553,2207.4073584000002,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
Z,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,190,190,190,,,,,,,,,,,,,2207.4073584000002,2208.4658211,,,,,,,2210.6953719000003,2210.6953719000003,2210.6953719000003,2210.6953719000003,2210.6953719000003,2210.6953719000003,2210.6953719000003,2210.6953719000003,None,None,None,,,,,,,,,,,2207.4073584000002,2207.4073584000002,None,,,2208.4658211,c,0.6585130999997943,2207.4073584000002,2207.4073584000002,2208.4658211,2210.6953719000003,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
X,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,191,191,191,,,,,,,,,,,,,2210.6953719000003,2211.7490224000003,,,,,,,2213.7795074,2213.7795074,2213.7795074,2213.7795074,2213.7795074,2213.7795074,2213.7795074,2213.7795074,None,None,None,,,,,,,,,,,2210.6953719000003,2210.6953719000003,None,,,2211.7490224000003,n,0.7755474999999876,2210.6953719000003,2210.6953719000003,2211.7490224000003,2213.7795074,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
B,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,192,192,192,,,,,,,,,,,,,2213.7795074,2214.8383492000003,,,,,,,2216.8681475000003,2216.8681475000003,2216.8681475000003,2216.8681475000003,2216.8681475000003,2216.8681475000003,2216.8681475000003,2216.8681475000003,None,None,None,,,,,,,,,,,2213.7795074,2213.7795074,None,,,2214.8383492000003,n,1.2938906999998778,2213.7795074,2213.7795074,2214.8383492000003,2216.8681475000003,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,193,193,193,,,,,,,,,,,,,2216.8681475000003,2217.9323604,,,,,,,2220.1630919,2220.1630919,2220.1630919,2220.1630919,2220.1630919,2220.1630919,2220.1630919,2220.1630919,None,None,None,,,,,,,,,,,2216.8681475000003,2216.8681475000003,None,,,2217.9323604,n,0.8960891999996363,2216.8681475000003,2216.8681475000003,2217.9323604,2220.1630919,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
X,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,194,194,194,,,,,,,,,,,,,2220.1630919,2221.2161992,,,,,,,2223.2488197000002,2223.2488197000002,2223.2488197000002,2223.2488197000002,2223.2488197000002,2223.2488197000002,2223.2488197000002,2223.2488197000002,None,None,None,,,,,,,,,,,2220.1630919,2220.1630919,None,,,2221.2161992,n,1.9568077999998366,2220.1630919,2220.1630919,2221.2161992,2223.2488197000002,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
M,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,195,195,195,,,,,,,,,,,,,2223.2488197000002,,,,,,,,2226.5455489,2226.5455489,2226.5455489,2226.5455489,2226.5455489,2226.5455489,2226.5455489,2226.5455489,None,None,None,,,,,,,,,,,2223.2488197000002,2223.2488197000002,None,,,2224.3150321000003,n,1.5224117000003332,2223.2488197000002,2223.2488197000002,2224.3150321000003,2226.5455489,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
K,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,196,196,196,,,,,,,,,,,,,2226.5455489,2227.6025973,,,,,,,2229.8262447,2229.8262447,2229.8262447,2229.8262447,2229.8262447,2229.8262447,2229.8262447,2229.8262447,None,None,None,,,,,,,,,,,2226.5455489,2226.5455489,None,,,2227.6025973,n,1.138532000000481,2226.5455489,2226.5455489,2227.6025973,2229.8262447,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
X,True,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,197,197,197,,,,,,,,,,,,,2229.8262447,2230.88352,,,,,,,2232.9072955,2232.9072955,2232.9072955,2232.9072955,2232.9072955,2232.9072955,2232.9072955,2232.9072955,None,None,None,,,,,,,,,,,2229.8262447,2229.8262447,None,,,2230.88352,c,1.8170044999993422,2229.8262447,2229.8262447,2230.88352,2232.9072955,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
H,False,3,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,198,198,198,,,,,,,,,,,,,2232.9072955,2233.9740566,,,,,,,2236.0091585,2236.0091585,2236.0091585,2236.0091585,2236.0091585,2236.0091585,2236.0091585,2236.0091585,None,None,None,,,,,,,,,,,2232.9072955,2232.9072955,None,,,2233.9740566,None,,2232.9072955,2232.9072955,2233.9740566,2236.0091585,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
K,True,3,letter,2,False,True,robot_stimuli\\filler.mp4,5,,,,,,,,,0,199,199,199,,,,,,,,,,,,,2236.0091585,2237.0654681,,,,,,,2239.3284961,2244.510107,2239.3284961,2244.510107,2239.3284961,2244.510107,2239.3284961,2244.510107,86.32716049382717,4.011777299999721,space,,,,5.115762399999852,,,,,,,2236.0091585,2236.0091585,None,,,2237.0654681,c,1.827869899999854,2236.0091585,2236.0091585,2237.0654681,2239.3284961,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
M,False,1,letter,2,True,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,200,200,200,,,,,,,,,,,,,2248.262391,2249.3174094,,,,,,,2251.5463399,2251.5463399,2251.5463399,2251.5463399,2251.5463399,2251.5463399,2251.5463399,2251.5463399,None,None,None,,,,,,,,,,,2244.510107,2244.510107,space,3.7264574999995546,,2249.3174094,n,0.535682399999672,,,2249.3174094,2251.5463399,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
G,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,201,201,201,,,,,,,,,,,,,2251.5463399,2252.6008542,,,,,,,2254.8316145,2254.8316145,2254.8316145,2254.8316145,2254.8316145,2254.8316145,2254.8316145,2254.8316145,None,None,None,,,,,,,,,,,2251.5463399,2251.5463399,None,,,2252.6008542,n,0.4604746999994802,2251.5463399,2251.5463399,2252.6008542,2254.8316145,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
D,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,202,202,202,,,,,,,,,,,,,2254.8316145,,,,,,,,2258.1244817,2258.1244817,2258.1244817,2258.1244817,2258.1244817,2258.1244817,2258.1244817,2258.1244817,None,None,None,,,,,,,,,,,2254.8316145,2254.8316145,None,,,2255.8987765,n,0.39535870000017326,2254.8316145,2254.8316145,2255.8987765,2258.1244817,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
M,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,203,203,203,,,,,,,,,,,,,2258.1244817,2259.1826092,,,,,,,2261.4073834,2261.4073834,2261.4073834,2261.4073834,2261.4073834,2261.4073834,2261.4073834,2261.4073834,None,None,None,,,,,,,,,,,2258.1244817,2258.1244817,None,,,2259.1826092,n,0.39139729999996575,2258.1244817,2258.1244817,2259.1826092,2261.4073834,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
H,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,204,204,204,,,,,,,,,,,,,2261.4073834,2262.4672128,,,,,,,2264.4906562,2264.4906562,2264.4906562,2264.4906562,2264.4906562,2264.4906562,2264.4906562,2264.4906562,None,None,None,,,,,,,,,,,2261.4073834,2261.4073834,None,,,2262.4672128,n,0.5298755999998264,2261.4073834,2261.4073834,2262.4672128,2264.4906562,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,205,205,205,,,,,,,,,,,,,2264.4906562,2265.5496356,,,,,,,2267.5786864,2267.5786864,2267.5786864,2267.5786864,2267.5786864,2267.5786864,2267.5786864,2267.5786864,None,None,None,,,,,,,,,,,2264.4906562,2264.4906562,None,,,2265.5496356,n,0.46366420000012454,2264.4906562,2264.4906562,2265.5496356,2267.5786864,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
R,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,206,206,206,,,,,,,,,,,,,2267.5786864,2268.6341421,,,,,,,2270.6639406,2270.6639406,2270.6639406,2270.6639406,2270.6639406,2270.6639406,2270.6639406,2270.6639406,None,None,None,,,,,,,,,,,2267.5786864,2267.5786864,None,,,2268.6341421,c,0.859336099999922,2267.5786864,2267.5786864,2268.6341421,2270.6639406,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
V,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,207,207,207,,,,,,,,,,,,,2270.6639406,,,,,,,,2273.9631731,2273.9631731,2273.9631731,2273.9631731,2273.9631731,2273.9631731,2273.9631731,2273.9631731,None,None,None,,,,,,,,,,,2270.6639406,2270.6639406,None,,,2271.7322205,n,0.544413900000194,2270.6639406,2270.6639406,2271.7322205,2273.9631731,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
K,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,208,208,208,,,,,,,,,,,,,2273.9631731,2275.0159255,,,,,,,2277.2394177,2277.2394177,2277.2394177,2277.2394177,2277.2394177,2277.2394177,2277.2394177,2277.2394177,None,None,None,,,,,,,,,,,2273.9631731,2273.9631731,None,,,2275.0159255,n,0.51822890000048,2273.9631731,2273.9631731,2275.0159255,2277.2394177,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
Q,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,209,209,209,,,,,,,,,,,,,2277.2394177,2278.2998096,,,,,,,2280.3236105,2280.3236105,2280.3236105,2280.3236105,2280.3236105,2280.3236105,2280.3236105,2280.3236105,None,None,None,,,,,,,,,,,2277.2394177,2277.2394177,None,,,2278.2998096,n,0.5219791000000384,2277.2394177,2277.2394177,2278.2998096,2280.3236105,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
S,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,210,210,210,,,,,,,,,,,,,2280.3236105,2281.3927449000003,,,,,,,2283.4212596,2283.4212596,2283.4212596,2283.4212596,2283.4212596,2283.4212596,2283.4212596,2283.4212596,None,None,None,,,,,,,,,,,2280.3236105,2280.3236105,None,,,2281.3927449000003,n,0.4280725999998083,2280.3236105,2280.3236105,2281.3927449000003,2283.4212596,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
L,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,211,211,211,,,,,,,,,,,,,2283.4212596,2284.4823363,,,,,,,2286.716399,2286.716399,2286.716399,2286.716399,2286.716399,2286.716399,2286.716399,2286.716399,None,None,None,,,,,,,,,,,2283.4212596,2283.4212596,None,,,2284.4823363,n,0.46604839999972114,2283.4212596,2283.4212596,2284.4823363,2286.716399,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
K,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,212,212,212,,,,,,,,,,,,,2286.716399,2287.7832894000003,,,,,,,2289.8071243,2289.8071243,2289.8071243,2289.8071243,2289.8071243,2289.8071243,2289.8071243,2289.8071243,None,None,None,,,,,,,,,,,2286.716399,2286.716399,None,,,2287.7832894000003,n,0.5103199000005532,2286.716399,2286.716399,2287.7832894000003,2289.8071243,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
C,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,213,213,213,,,,,,,,,,,,,2289.8071243,2290.8700632,,,,,,,2292.8943224,2292.8943224,2292.8943224,2292.8943224,2292.8943224,2292.8943224,2292.8943224,2292.8943224,None,None,None,,,,,,,,,,,2289.8071243,2289.8071243,None,,,2290.8700632,n,0.5273158999999339,2289.8071243,2289.8071243,2290.8700632,2292.8943224,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
M,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,214,214,214,,,,,,,,,,,,,2292.8943224,2293.9502619,,,,,,,2295.9824509,2295.9824509,2295.9824509,2295.9824509,2295.9824509,2295.9824509,2295.9824509,2295.9824509,None,None,None,,,,,,,,,,,2292.8943224,2292.8943224,None,,,2293.9502619,n,0.49461109999955966,2292.8943224,2292.8943224,2293.9502619,2295.9824509,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
H,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,215,215,215,,,,,,,,,,,,,2295.9824509,,,,,,,,2299.0827647,2299.0827647,2299.0827647,2299.0827647,2299.0827647,2299.0827647,2299.0827647,2299.0827647,None,None,None,,,,,,,,,,,2295.9824509,2295.9824509,None,,,2297.0504532,n,0.6434736000001919,2295.9824509,2295.9824509,2297.0504532,2299.0827647,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
W,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,216,216,216,,,,,,,,,,,,,2299.0827647,2300.1501585,,,,,,,2302.1753506,2302.1753506,2302.1753506,2302.1753506,2302.1753506,2302.1753506,2302.1753506,2302.1753506,None,None,None,,,,,,,,,,,2299.0827647,2299.0827647,None,,,2300.1501585,n,0.4945398999999213,2299.0827647,2299.0827647,2300.1501585,2302.1753506,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
F,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,217,217,217,,,,,,,,,,,,,2302.1753506,2303.2327715,,,,,,,2305.4670969,2305.4670969,2305.4670969,2305.4670969,2305.4670969,2305.4670969,2305.4670969,2305.4670969,None,None,None,,,,,,,,,,,2302.1753506,2302.1753506,None,,,2303.2327715,n,0.6839277999998501,2302.1753506,2302.1753506,2303.2327715,2305.4670969,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
W,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,218,218,218,,,,,,,,,,,,,2305.4670969,2306.5473986,,,,,,,2308.7706552,2308.7706552,2308.7706552,2308.7706552,2308.7706552,2308.7706552,2308.7706552,2308.7706552,None,None,None,,,,,,,,,,,2305.4670969,2305.4670969,None,,,2306.5473986,n,1.0578343000002803,2305.4670969,2305.4670969,2306.5473986,2308.7706552,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
W,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,219,219,219,,,,,,,,,,,,,2308.7706552,2309.8312343000002,,,,,,,2312.05963,2312.05963,2312.05963,2312.05963,2312.05963,2312.05963,2312.05963,2312.05963,None,None,None,,,,,,,,,,,2308.7706552,2308.7706552,None,,,2309.8312343000002,c,0.5492676000004337,2308.7706552,2308.7706552,2309.8312343000002,2312.05963,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
M,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,220,220,220,,,,,,,,,,,,,2312.05963,2313.1191525,,,,,,,2315.1433586000003,2315.1433586000003,2315.1433586000003,2315.1433586000003,2315.1433586000003,2315.1433586000003,2315.1433586000003,2315.1433586000003,None,None,None,,,,,,,,,,,2312.05963,2312.05963,None,,,2313.1191525,n,0.5346183999996299,2312.05963,2312.05963,2313.1191525,2315.1433586000003,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
M,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,221,221,221,,,,,,,,,,,,,2315.1433586000003,2316.1969196,,,,,,,2318.2321811,2318.2321811,2318.2321811,2318.2321811,2318.2321811,2318.2321811,2318.2321811,2318.2321811,None,None,None,,,,,,,,,,,2315.1433586000003,2315.1433586000003,None,,,2316.1969196,c,0.8009594000005507,2315.1433586000003,2315.1433586000003,2316.1969196,2318.2321811,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
X,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,222,222,222,,,,,,,,,,,,,2318.2321811,,,,,,,,2321.5312771,2321.5312771,2321.5312771,2321.5312771,2321.5312771,2321.5312771,2321.5312771,2321.5312771,None,None,None,,,,,,,,,,,2318.2321811,2318.2321811,None,,,2319.2994236,n,0.7057454000001542,2318.2321811,2318.2321811,2319.2994236,2321.5312771,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
X,True,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,223,223,223,,,,,,,,,,,,,2321.5312771,,,,,,,,2324.8253203,2324.8253203,2324.8253203,2324.8253203,2324.8253203,2324.8253203,2324.8253203,2324.8253203,None,None,None,,,,,,,,,,,2321.5312771,2321.5312771,None,,,2322.6002875,c,0.8532393999999783,2321.5312771,2321.5312771,2322.6002875,2324.8253203,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
C,False,1,letter,2,False,False,robot_stimuli\\filler.mp4,5,,,,,,,,,0,224,224,224,,,,,,,,,,,,,2324.8253203,2325.8837927,,,,,,,2327.9110492,2327.9110492,2327.9110492,2327.9110492,2327.9110492,2327.9110492,2327.9110492,2327.9110492,None,None,None,,,,,,,,,,,2324.8253203,2324.8253203,None,,,2325.8837927,n,0.8341344999999762,2324.8253203,2324.8253203,2325.8837927,2327.9110492,5,001,2024-06-07_13h51.21.659,robot_nback_sign,2022.2.5,59.9341443621769,
